序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
169,"107年 3月",臺北市,"61,506","16,094",903,"38,609","5,899",0.74
170,"95年 9月",臺北市,"77,706","41,479","1,486","28,215","6,526",0.986
171,"107年 4月",臺北市,"67,491","18,870",932,"42,109","5,581",0.84
172,"95年 10月",臺北市,"79,925","42,340","1,672","28,702","7,212",0.982
173,"107年 5月",臺北市,"70,657","18,709",997,"44,428","6,524",0.851
174,"95年 11月",臺北市,"79,095","42,198","1,447","28,232","7,218",1.003
175,"107年 6月",臺北市,"63,777","15,905",932,"40,379","6,560",0.794
176,"95年 12月",臺北市,"79,804","42,813","1,325","28,786","6,880",0.978
177,"107年 7月",臺北市,"63,061","16,100","1,040","39,752","6,169",0.76
178,"107年 8月",臺北市,"56,977","16,778",999,"33,510","5,690",0.688
179,96年,臺北市,"1,000,413","514,771","18,875","388,087","78,679",1.042
180,"107年 9月",臺北市,"55,472","16,608","1,032","32,589","5,243",0.692
181,"96年 1月",臺北市,"85,762","46,206","2,096","30,958","6,503",1.051
182,"107年 10月",臺北市,"59,603","17,098","1,137","35,909","5,459",0.72
183,"96年 2月",臺北市,"82,772","46,307","1,580","28,490","6,395",1.124
184,"107年 11月",臺北市,"61,200","18,559",815,"36,246","5,580",0.764
185,"107年 12月",臺北市,"63,822","22,417",806,"34,995","5,605",0.771
186,"96年 3月",臺北市,"83,145","45,923","1,488","28,486","7,248",1.021
187,108年,臺北市,"797,948","246,461","10,737","478,901","61,849",0.823
188,"96年 4月",臺北市,"77,040","41,390","1,377","28,417","5,856",0.978
189,"108年 1月",臺北市,"63,699","18,628","1,373","38,016","5,683",0.77
190,"96年 5月",臺北市,"81,004","43,331","1,522","29,266","6,886",0.995
191,"108年 2月",臺北市,"61,046","18,190",780,"37,238","4,839",0.818
192,"96年 6月",臺北市,"84,566","42,054","1,371","33,960","7,181",1.073
193,"108年 3月",臺北市,"62,824","18,186",835,"38,416","5,387",0.761
194,"108年 4月",臺北市,"66,903","19,824",955,"40,488","5,636",0.838
195,"96年 7月",臺北市,"84,956","41,568","1,740",0,"6,829",1.043
196,"108年 5月",臺北市,"69,555","20,516",907,"42,398","5,734",0.844
197,"96年 8月",臺北市,"87,780","43,102","1,834",0,"7,034",1.078
198,"108年 6月",臺北市,"67,457","21,198",922,"40,095","5,242",0.846
199,"96年 9月",臺北市,"80,601","39,572","1,443",0,"6,122",1.023
200,"108年 7月",臺北市,"68,730","21,618","1,177","40,641","5,294",0.835
201,"96年 10月",臺北市,"88,295","45,810","1,655",0,"6,077",1.085
202,"108年 8月",臺北市,"68,713","21,676",723,"41,056","5,259",0.836
203,"108年 9月",臺北市,"66,576","21,455",695,"40,042","4,385",0.838
204,"96年 11月",臺北市,"81,873","40,017","1,254",0,"5,937",1.039
205,"108年 10月",臺北市,"68,124","21,821",777,"40,584","4,943",0.83
206,"96年 12月",臺北市,"82,619","39,492","1,516",0,"6,611",1.014
207,"108年 11月",臺北市,"67,011","21,603",673,"40,079","4,656",0.844
208,97年,臺北市,"867,137","385,237","17,069","387,315","77,516",0.902
209,"108年 12月",臺北市,"67,309","21,747",921,"39,849","4,792",0.821
210,"97年 1月",臺北市,"86,806","39,794","1,981","38,948","6,084",1.065
211,"97年 2月",臺北市,"74,294","34,842",795,"33,267","5,389",0.974
212,"97年 3月",臺北市,"71,112","31,092","1,073","33,208","5,739",0.872
213,"97年 4月",臺北市,"69,310","30,415","1,139","31,418","6,338",0.878
214,"97年 5月",臺北市,"73,494","32,240","1,293","31,768","8,192",0.901
215,"97年 6月",臺北市,"70,531","31,197","1,249","30,574","7,512",0.894
216,"97年 7月",臺北市,"70,763","31,665","1,546","30,659","6,893",0.868
217,"97年 8月",臺北市,"68,950","29,746","1,308","31,542","6,354",0.847
218,"97年 9月",臺北市,"73,212","33,584","1,586","31,463","6,580",0.93
219,"97年 10月",臺北市,"73,670","31,476","1,797","34,016","6,380",0.906
220,"97年 11月",臺北市,"66,478","28,594","1,464","30,694","5,726",0.845
221,"97年 12月",臺北市,"68,518","30,592","1,839","29,758","6,329",0.843
222,98年,臺北市,"842,374","374,785","15,070","371,210","81,310",0.882
223,"98年 1月",臺北市,"83,888","39,756","1,709","36,071","6,352",1.032
224,"98年 2月",臺北市,"63,512","28,936","1,001","26,998","6,577",0.865
225,"98年 3月",臺北市,"63,484","30,168","1,137","25,594","6,585",0.782
226,"98年 4月",臺北市,"66,707","28,950","1,077","29,855","6,825",0.849
227,"98年 5月",臺北市,"69,251","30,605","1,084","30,360","7,203",0.853
228,"98年 6月",臺北市,"71,794","32,290","1,188","30,590","7,726",0.914
229,"98年 7月",臺北市,"71,634","31,810","1,460","31,025","7,339",0.883
230,"98年 8月",臺北市,"69,899","31,432","1,504","30,677","6,287",0.863
231,"98年 9月",臺北市,"67,908","28,950","1,218","31,757","5,984",0.867
232,"98年 10月",臺北市,"73,048","31,926","1,282","32,845","6,995",0.903
233,"98年 11月",臺北市,"70,449","29,829","1,104","32,771","6,744",0.9
234,"98年 12月",臺北市,"70,800","30,132","1,307","32,667","6,694",0.876
235,99年,臺北市,"928,878","377,040","14,989","453,021","83,829",0.974
236,"99年 1月",臺北市,"78,519","33,443","1,423","37,202","6,451",0.972
237,"99年 2月",臺北市,"76,032","34,165",985,"34,898","5,985",1.042
238,"99年 3月",臺北市,"73,923","30,652","1,100","35,436","6,736",0.915
239,"99年 4月",臺北市,"73,763","29,208","1,151","36,537","6,867",0.944
240,"99年 5月",臺北市,"77,709","31,351","1,135","37,560","7,662",0.963
241,"99年 6月",臺北市,"77,962","31,275","1,220","37,894","7,574",0.998
242,"99年 7月",臺北市,"80,121","32,043","1,542","38,787","7,750",0.992
243,"99年 8月",臺北市,"77,647","30,645","1,262","38,424","7,317",0.961
244,"99年 9月",臺北市,"79,018","31,871","1,360","38,619","7,167",1.01
245,"99年 10月",臺北市,"77,120","30,192","1,177","38,860","6,891",0.953
246,"99年 11月",臺北市,"78,631","31,172","1,287","39,445","6,727",1.003
247,"99年 12月",臺北市,"78,431","31,022","1,348","39,360","6,702",0.967
,,,,,,,,
,,,,,,,,
