統計期,統計區,總計 (公噸),一般垃圾 (公噸),巨大垃圾 (公噸),資源垃圾 (公噸),廚餘 (公噸),平均每人每日一般廢棄物產生量 (公斤),ratio
2003-10-01,嘉義市,8242,7425,0,648,169,0.987,11.458333333333334
2003-10-01,金門縣,1659,1322,0,273,63,0.887,4.842490842490842
2003-10-01,連江縣,970,689,0,135,146,3.612,5.103703703703704
2003-11-01,新北市,96702,81518,0,12812,2373,0.878,6.362628785513581
2003-11-01,臺北市,68213,50126,0,17415,673,0.866,2.8783232845248348
2003-11-01,桃園市,50238,39232,0,7025,3981,0.924,5.584626334519573
2003-11-01,臺中市,54115,40910,0,9240,3965,0.715,4.427489177489178
2003-11-01,臺中市(舊),21096,13587,0,5005,2504,0.701,2.7146853146853145
2003-11-01,臺中縣,33020,27323,0,4235,1461,0.725,6.451711924439198
2003-11-01,臺南市,50862,42772,0,7153,937,0.914,5.979588983643227
2003-11-01,臺南市(舊),22788,17594,0,4434,761,1.014,3.9679747406405053
2003-11-01,臺南縣,28074,25179,0,2720,176,0.846,9.256985294117648
2003-11-01,高雄市,72404,61069,0,10806,529,0.88,5.651397371830464
2003-11-01,高雄市(舊),41129,35283,0,5842,3,0.909,6.03954125299555
2003-11-01,高雄縣,31275,25786,0,4964,526,0.844,5.194601128122482
2003-11-01,宜蘭縣,11275,8819,0,1797,658,0.811,4.907623817473567
2003-11-01,新竹縣,11879,10479,0,1294,106,0.87,8.098145285935084
2003-11-01,苗栗縣,13711,11586,0,1468,657,0.824,7.892370572207084
2003-11-01,彰化縣,30140,25667,0,4101,372,0.763,6.258717386003414
2003-11-01,南投縣,11594,9263,0,1840,492,0.719,5.034239130434782
2003-11-01,雲林縣,17500,14240,0,2746,514,0.788,5.18572469045885
2003-11-01,嘉義縣,13755,11877,0,1463,415,0.818,8.11825017088175
2003-11-01,屏東縣,22047,20171,0,1864,11,0.813,10.821351931330472
2003-11-01,臺東縣,6655,5521,0,1133,0,0.918,4.872903795233892
2003-11-01,花蓮縣,10780,9063,0,1347,370,1.031,6.728285077951003
2003-11-01,澎湖縣,2829,2096,0,606,126,1.022,3.458745874587459
2003-11-01,基隆市,10652,8406,0,1930,317,0.905,4.355440414507772
2003-11-01,新竹市,11062,9336,0,1522,204,0.965,6.134034165571617
2003-11-01,嘉義市,7605,6751,0,518,336,0.941,13.032818532818533
2003-11-01,金門縣,1609,1321,0,227,61,0.885,5.819383259911894
2003-11-01,連江縣,965,656,0,127,182,3.717,5.165354330708661
2003-12-01,新北市,105675,89066,0,14264,2346,0.928,6.244111048794167
2003-12-01,臺北市,76851,51093,0,24441,1318,0.944,2.090462747023444
2003-12-01,桃園市,53478,41777,0,7455,4245,0.95,5.603890006706908
2003-12-01,臺中市,56549,42303,0,9808,4438,0.723,4.313111745513866
2003-12-01,臺中市(舊),22496,14295,0,5408,2794,0.722,2.6433062130177514
2003-12-01,臺中縣,34053,28008,0,4400,1645,0.723,6.365454545454545
2003-12-01,臺南市,53923,44577,0,7876,1469,0.937,5.659852717115287
2003-12-01,臺南市(舊),24614,18446,0,4907,1261,1.06,3.7591196250254737
2003-12-01,臺南縣,29309,26131,0,2970,208,0.854,8.798316498316499
2003-12-01,高雄市,69582,57962,0,11098,521,0.818,5.222742836547126
2003-12-01,高雄市(舊),39512,33311,0,6172,28,0.845,5.397116007777058
2003-12-01,高雄縣,30070,24651,0,4926,493,0.785,5.0042630937880634
2003-12-01,宜蘭縣,11700,8918,0,2085,696,0.815,4.277218225419665
2003-12-01,新竹縣,12232,10725,0,1385,122,0.867,7.743682310469314
2003-12-01,苗栗縣,14749,12456,0,1713,580,0.86,7.271453590192644
2003-12-01,彰化縣,30719,26007,0,4280,433,0.753,6.076401869158879
2003-12-01,南投縣,11515,9038,0,1970,507,0.691,4.587817258883248
2003-12-01,雲林縣,16727,13393,0,2944,390,0.729,4.549252717391305
2003-12-01,嘉義縣,19511,17183,0,1900,429,1.123,9.043684210526315
2003-12-01,屏東縣,22309,20249,0,1820,240,0.796,11.125824175824176
2003-12-01,臺東縣,6865,5688,0,1177,0,0.922,4.832625318606627
2003-12-01,花蓮縣,11356,9338,0,1674,345,1.051,5.578255675029869
2003-12-01,澎湖縣,3081,2320,0,640,121,1.077,3.625
2003-12-01,基隆市,11754,9409,0,2004,340,0.967,4.695109780439122
2003-12-01,新竹市,12159,10183,0,1736,240,1.025,5.865783410138249
2003-12-01,嘉義市,8568,7579,0,664,325,1.026,11.414156626506024
2003-12-01,金門縣,1637,1316,0,257,65,0.87,5.120622568093385
2003-12-01,連江縣,984,685,0,111,188,3.666,6.171171171171171
2004-01-01,新北市,122466,103672,0,16383,2411,1.075,6.328022950619545
2004-01-01,臺北市,86060,59331,0,23671,3058,1.057,2.5064847281483673
2004-01-01,桃園市,56921,44507,0,8031,4382,1.008,5.541900136969244
2004-01-01,臺中市,63103,47425,0,11106,4571,0.806,4.270214298577345
2004-01-01,臺中市(舊),24002,15584,0,5605,2813,0.77,2.7803746654772525
2004-01-01,臺中縣,39100,31841,0,5502,1758,0.83,5.787168302435478
2004-01-01,臺南市,58369,47226,0,9457,1687,1.015,4.993761235063974
2004-01-01,臺南市(舊),27682,19940,0,6365,1376,1.192,3.1327572663000787
2004-01-01,臺南縣,30688,27286,0,3091,311,0.895,8.827563895179553
2004-01-01,高雄市,83160,70663,0,11992,504,0.977,5.892511674449633
2004-01-01,高雄市(舊),47279,40413,0,6832,34,1.01,5.915251756440281
2004-01-01,高雄縣,35881,30250,0,5161,470,0.937,5.86126719627979
2004-01-01,宜蘭縣,13397,10172,0,2578,647,0.933,3.9456943366951123
2004-01-01,新竹縣,13401,11689,0,1590,122,0.949,7.351572327044025
2004-01-01,苗栗縣,16487,14168,0,1786,533,0.962,7.932810750279955
2004-01-01,彰化縣,36139,30571,0,5054,513,0.886,6.048872180451128
2004-01-01,南投縣,14535,11184,0,2787,565,0.872,4.01291711517761
2004-01-01,雲林縣,19317,16347,0,2431,540,0.842,6.724393253805019
2004-01-01,嘉義縣,16590,14454,0,1713,422,0.955,8.437828371278458
2004-01-01,屏東縣,27725,24018,0,3515,193,0.99,6.833001422475107
2004-01-01,臺東縣,7640,6329,0,1311,0,1.027,4.827612509534706
2004-01-01,花蓮縣,12602,10635,0,1579,388,1.165,6.7352754908169725
2004-01-01,澎湖縣,2870,2183,0,575,112,1.004,3.796521739130435
2004-01-01,基隆市,13879,10995,0,2541,343,1.141,4.327036599763873
2004-01-01,新竹市,13249,10980,0,2058,212,1.162,5.335276967930029
2004-01-01,嘉義市,8690,7650,0,719,321,1.04,10.639777468706537
2004-01-01,金門縣,1820,1499,0,262,59,0.964,5.721374045801527
2004-01-01,連江縣,1021,697,0,118,206,3.774,5.906779661016949
2004-02-01,新北市,98113,79550,0,16122,2441,0.92,4.934251333581441
2004-02-01,臺北市,69476,44825,0,21592,3059,0.912,2.0760003705075953
2004-02-01,桃園市,49091,38311,0,7254,3526,0.928,5.281362007168458
2004-02-01,臺中市,55171,41299,0,9414,4458,0.753,4.386976842999788
2004-02-01,臺中市(舊),20607,13130,0,4823,2654,0.706,2.7223719676549867
2004-02-01,臺中縣,34564,28169,0,4592,1803,0.784,6.1343641114982574
2004-02-01,臺南市,51783,41149,0,8835,1799,0.962,4.6574985851726085
2004-02-01,臺南市(舊),23087,15653,0,5851,1583,1.061,2.6752691847547427
2004-02-01,臺南縣,28695,25496,0,2983,216,0.894,8.547100234663091
2004-02-01,高雄市,67585,57305,0,9706,574,0.849,5.904079950546054
2004-02-01,高雄市(舊),37913,33010,0,4871,33,0.866,6.7768425374666394
2004-02-01,高雄縣,29672,24295,0,4836,541,0.828,5.023779983457403
2004-02-01,宜蘭縣,11426,8738,0,2014,675,0.851,4.33862959285005
2004-02-01,新竹縣,11154,9603,0,1426,125,0.843,6.734221598877981
2004-02-01,苗栗縣,12926,10605,0,1768,552,0.805,5.998303167420814
2004-02-01,彰化縣,29088,24165,0,4368,555,0.762,5.53228021978022
2004-02-01,南投縣,11767,8982,0,2265,521,0.755,3.9655629139072848
2004-02-01,雲林縣,17103,14178,0,2430,495,0.798,5.834567901234568
2004-02-01,嘉義縣,14701,12789,0,1512,400,0.906,8.458333333333334
2004-02-01,屏東縣,22195,18911,0,2933,351,0.847,6.447664507330378
2004-02-01,臺東縣,6790,5420,0,1261,110,0.977,4.29817605075337
2004-02-01,花蓮縣,11733,9903,0,1475,354,1.157,6.713898305084745
2004-02-01,澎湖縣,2665,2013,0,542,110,0.997,3.7140221402214024
2004-02-01,基隆市,10537,8201,0,1996,340,0.926,4.10871743486974
2004-02-01,新竹市,9611,8068,0,1333,210,0.9,6.0525131282820706
2004-02-01,嘉義市,7659,6772,0,535,352,0.98,12.657943925233646
2004-02-01,金門縣,1566,1273,0,215,77,0.883,5.920930232558139
2004-02-01,連江縣,983,568,0,122,293,3.858,4.655737704918033
2004-03-01,新北市,103662,84555,0,16011,3096,0.909,5.281056773468241
2004-03-01,臺北市,72851,47027,0,22641,3183,0.894,2.0770725674661015
2004-03-01,桃園市,50597,39348,0,7711,3539,0.894,5.102840098560498
2004-03-01,臺中市,56561,43078,0,9083,4401,0.722,4.7427061543542886
2004-03-01,臺中市(舊),21927,14339,0,4867,2721,0.703,2.9461680706800903
2004-03-01,臺中縣,34634,28739,0,4215,1679,0.734,6.818268090154211
2004-03-01,臺南市,53274,42333,0,8905,2037,0.926,4.753846153846154
2004-03-01,臺南市(舊),24820,17285,0,5788,1747,1.067,2.986351071181755
2004-03-01,臺南縣,28455,25048,0,3116,290,0.83,8.038510911424904
2004-03-01,高雄市,75132,60418,0,14115,600,0.883,4.28041091037903
2004-03-01,高雄市(舊),43802,34870,0,8891,41,0.936,3.9219435384096277
2004-03-01,高雄縣,31330,25548,0,5223,559,0.818,4.891441700172315
2004-03-01,宜蘭縣,11503,8801,0,1961,741,0.802,4.4880163182049975
2004-03-01,新竹縣,11720,10146,0,1361,214,0.827,7.454812637766349
2004-03-01,苗栗縣,14423,12021,0,1847,555,0.839,6.508391987005956
2004-03-01,彰化縣,29931,24927,0,4440,565,0.733,5.614189189189189
2004-03-01,南投縣,11925,9289,0,2078,558,0.717,4.470163618864293
2004-03-01,雲林縣,17831,14634,0,2639,558,0.779,5.545282303902994
2004-03-01,嘉義縣,15600,13491,0,1701,409,0.9,7.931216931216931
2004-03-01,屏東縣,23043,19388,0,3277,379,0.823,5.916386939273726
2004-03-01,臺東縣,6876,5418,0,1148,311,0.922,4.719512195121951
2004-03-01,花蓮縣,12344,10099,0,1846,399,1.138,5.470747562296858
2004-03-01,澎湖縣,2811,2145,0,524,142,0.985,4.093511450381679
2004-03-01,基隆市,10248,7947,0,1938,363,0.842,4.1006191950464395
2004-03-01,新竹市,11795,9988,0,1578,229,0.992,6.329531051964512
2004-03-01,嘉義市,7604,6743,0,540,321,0.91,12.487037037037037
2004-03-01,金門縣,1721,1321,0,335,65,0.906,3.943283582089552
2004-03-01,連江縣,1029,603,0,126,300,3.809,4.785714285714286
2004-04-01,新北市,102909,84817,0,15089,3003,0.933,5.621114719331963
2004-04-01,臺北市,73004,47524,0,22263,3217,0.927,2.134662893590262
2004-04-01,桃園市,51807,39478,0,8557,3772,0.944,4.61353278017997
2004-04-01,臺中市,57614,43705,0,9412,4496,0.759,4.643540161495962
2004-04-01,臺中市(舊),21183,13933,0,4743,2507,0.701,2.9375922411975544
2004-04-01,臺中縣,36430,29772,0,4670,1989,0.798,6.375160599571735
2004-04-01,臺南市,53730,42359,0,9284,2088,0.965,4.562580784144765
2004-04-01,臺南市(舊),25562,17321,0,6410,1831,1.135,2.7021840873634946
2004-04-01,臺南縣,28168,25038,0,2874,257,0.849,8.711899791231733
2004-04-01,高雄市,71001,58022,0,12351,628,0.862,4.697757266618088
2004-04-01,高雄市(舊),39227,32065,0,7148,14,0.866,4.485870173475098
2004-04-01,高雄縣,31774,25957,0,5203,614,0.857,4.988852585047089
2004-04-01,宜蘭縣,11644,8690,0,2090,864,0.839,4.157894736842105
2004-04-01,新竹縣,11592,9843,0,1581,167,0.843,6.225806451612903
2004-04-01,苗栗縣,13824,11411,0,2012,401,0.832,5.671471172962226
2004-04-01,彰化縣,30783,25727,0,4398,657,0.779,5.849704411095953
2004-04-01,南投縣,12383,9530,0,2267,586,0.769,4.203793559770622
2004-04-01,雲林縣,18257,14976,0,2730,550,0.824,5.485714285714286
2004-04-01,嘉義縣,15182,13157,0,1583,442,0.905,8.311433986102337
2004-04-01,屏東縣,26141,21682,0,4047,412,0.965,5.3575488015814186
2004-04-01,臺東縣,6708,5276,0,1150,281,0.925,4.587826086956522
2004-04-01,花蓮縣,11140,8984,0,1753,403,1.062,5.124928693667997
2004-04-01,澎湖縣,2798,2082,0,571,145,1.015,3.6462346760070052
2004-04-01,基隆市,10524,7818,0,2340,366,0.894,3.341025641025641
2004-04-01,新竹市,11733,9729,0,1782,223,1.019,5.459595959595959
2004-04-01,嘉義市,7924,7100,0,506,318,0.979,14.031620553359684
2004-04-01,金門縣,1714,1330,0,300,84,0.929,4.433333333333334
2004-04-01,連江縣,1004,592,0,127,285,3.87,4.661417322834645
2004-05-01,新北市,110755,92698,0,14768,3289,0.97,6.276950162513542
2004-05-01,臺北市,78555,51070,0,23487,3999,0.965,2.1743943458083197
2004-05-01,桃園市,54842,41939,0,9149,3755,0.966,4.583998251174992
2004-05-01,臺中市,61158,45406,0,10244,5509,0.779,4.432448262397501
2004-05-01,臺中市(舊),22410,14589,0,4955,2866,0.716,2.9442986881937436
2004-05-01,臺中縣,38748,30816,0,5289,2643,0.821,5.8264322178105505
2004-05-01,臺南市,53315,42138,0,9012,2166,0.926,4.675765645805592
2004-05-01,臺南市(舊),26509,18541,0,6082,1885,1.138,3.0485037816507727
2004-05-01,臺南縣,26807,23597,0,2929,280,0.782,8.056333219528849
2004-05-01,高雄市,79406,65982,0,12763,661,0.933,5.169787667476299
2004-05-01,高雄市(舊),45172,37737,0,7408,28,0.965,5.09408747300216
2004-05-01,高雄縣,34234,28246,0,5355,633,0.893,5.2746965452847805
2004-05-01,宜蘭縣,12310,9164,0,2220,926,0.858,4.127927927927928
2004-05-01,新竹縣,12391,10847,0,1402,142,0.871,7.736804564907275
2004-05-01,苗栗縣,14270,12035,0,1787,447,0.831,6.734750979294907
2004-05-01,彰化縣,33141,27918,0,4579,644,0.812,6.096964402708015
2004-05-01,南投縣,12697,9890,0,2156,651,0.763,4.587198515769944
2004-05-01,雲林縣,18896,15451,0,2786,659,0.826,5.545944005743
2004-05-01,嘉義縣,15596,13264,0,1904,428,0.9,6.966386554621849
2004-05-01,屏東縣,25669,21829,0,3397,442,0.917,6.425964085958198
2004-05-01,臺東縣,6930,5469,0,1181,279,0.925,4.63082133784928
2004-05-01,花蓮縣,12376,9924,0,1995,457,1.143,4.974436090225564
2004-05-01,澎湖縣,2983,2208,0,617,158,1.048,3.5786061588330633
2004-05-01,基隆市,11970,8738,0,2853,379,0.984,3.0627409744128986
2004-05-01,新竹市,12648,10685,0,1736,227,1.062,6.154953917050691
2004-05-01,嘉義市,8909,7977,0,599,333,1.064,13.31719532554257
2004-05-01,金門縣,1709,1338,0,277,94,0.894,4.830324909747293
2004-05-01,連江縣,966,556,0,137,273,3.569,4.0583941605839415
2004-06-01,新北市,115312,95137,0,16901,3274,1.047,5.629075202650731
2004-06-01,臺北市,80004,49255,0,26536,4213,1.016,1.856157672595719
2004-06-01,桃園市,56397,42451,0,9950,3996,1.025,4.26643216080402
2004-06-01,臺中市,60995,44432,0,11268,5295,0.803,3.9432019879304225
2004-06-01,臺中市(舊),22612,14592,0,5217,2804,0.746,2.79700977573318
2004-06-01,臺中縣,38382,29840,0,6051,2491,0.84,4.931416294827302
2004-06-01,臺南市,60083,48284,0,9574,2226,1.078,5.043242114058909
2004-06-01,臺南市(舊),27079,18655,0,6500,1925,1.2,2.87
2004-06-01,臺南縣,33005,29629,0,3074,301,0.995,9.638581652569941
2004-06-01,高雄市,74708,61715,0,12419,574,0.906,4.969401723166117
2004-06-01,高雄市(舊),38761,31850,0,6883,28,0.855,4.627342728461427
2004-06-01,高雄縣,35946,29866,0,5535,545,0.969,5.395844625112918
2004-06-01,宜蘭縣,12301,9114,0,2321,867,0.887,3.92675570874623
2004-06-01,新竹縣,11981,10416,0,1280,285,0.869,8.1375
2004-06-01,苗栗縣,14547,12267,0,1787,493,0.875,6.864577504196978
2004-06-01,彰化縣,32474,27e3,0,4810,665,0.823,5.613305613305613
2004-06-01,南投縣,12740,9905,0,2195,640,0.791,4.5125284738041005
2004-06-01,雲林縣,18923,14979,0,3246,699,0.854,4.61460258780037
2004-06-01,嘉義縣,19903,17800,0,1696,407,1.187,10.495283018867925
2004-06-01,屏東縣,25521,21596,0,3378,547,0.943,6.393132030787449
2004-06-01,臺東縣,6969,5404,0,1149,416,0.963,4.7032201914708445
2004-06-01,花蓮縣,12146,9445,0,2185,516,1.159,4.322654462242563
2004-06-01,澎湖縣,3104,2188,0,794,122,1.127,2.7556675062972293
2004-06-01,基隆市,11992,8898,0,2727,368,1.019,3.262926292629263
2004-06-01,新竹市,12958,10855,0,1876,228,1.124,5.786247334754798
2004-06-01,嘉義市,8686,7874,0,506,306,1.072,15.561264822134387
2004-06-01,金門縣,1657,1296,0,260,101,0.893,4.984615384615385
2004-06-01,連江縣,1010,554,0,142,313,3.788,3.9014084507042255
2004-07-01,新北市,110612,92045,0,15713,2855,0.972,5.8578883726850375
2004-07-01,臺北市,78109,48934,0,25126,4050,0.96,1.94754437634323
2004-07-01,桃園市,56947,43123,0,9767,4057,1,4.415173543565066
2004-07-01,臺中市,62754,46641,0,11355,4757,0.799,4.107529722589168
2004-07-01,臺中市(舊),23615,15735,0,5489,2391,0.753,2.866642375660412
2004-07-01,臺中縣,39139,30907,0,5866,2366,0.829,5.268837367882714
2004-07-01,臺南市,61839,49140,0,10508,2191,1.074,4.676437000380663
2004-07-01,臺南市(舊),29361,19980,0,7458,1924,1.258,2.679002413515688
2004-07-01,臺南縣,32477,29160,0,3050,267,0.948,9.560655737704918
2004-07-01,高雄市,78416,65005,0,12691,720,0.92,5.122133795603183
2004-07-01,高雄市(舊),43764,36825,0,6911,28,0.934,5.328461872377369
2004-07-01,高雄縣,34652,28180,0,5780,692,0.903,4.875432525951557
2004-07-01,宜蘭縣,12381,9154,0,2361,866,0.864,3.8771706903854297
2004-07-01,新竹縣,12497,10963,0,1262,272,0.873,8.687004754358162
2004-07-01,苗栗縣,15126,12819,0,1847,460,0.88,6.940443963183541
2004-07-01,彰化縣,34014,28198,0,5163,653,0.834,5.461553360449352
2004-07-01,南投縣,14249,10908,0,2621,720,0.856,4.161770316673025
2004-07-01,雲林縣,19318,15707,0,2972,638,0.844,5.284993270524899
2004-07-01,嘉義縣,16414,14418,0,1536,459,0.948,9.38671875
2004-07-01,屏東縣,26969,22466,0,3920,583,0.965,5.731122448979592
2004-07-01,臺東縣,6969,5570,0,1094,306,0.933,5.091407678244972
2004-07-01,花蓮縣,12072,9449,0,2137,486,1.117,4.421619092185306
2004-07-01,澎湖縣,3059,2319,0,623,117,1.075,3.7223113964687
2004-07-01,基隆市,11273,8502,0,2448,323,0.927,3.4730392156862746
2004-07-01,新竹市,13036,10662,0,2145,228,1.093,4.9706293706293705
2004-07-01,嘉義市,8694,7870,0,556,269,1.038,14.154676258992806
2004-07-01,金門縣,1793,1367,0,329,97,0.932,4.155015197568389
2004-07-01,連江縣,1030,536,0,176,318,3.731,3.0454545454545454
2004-08-01,新北市,108277,89759,0,15872,2646,0.945,5.655178931451613
2004-08-01,臺北市,79047,51251,0,24416,3380,0.972,2.0990743774574048
2004-08-01,桃園市,55910,42714,0,9327,3869,0.983,4.57960759086523
2004-08-01,臺中市,58188,42482,0,11132,4574,0.74,3.816205533596838
2004-08-01,臺中市(舊),22207,14147,0,5753,2307,0.708,2.459064835737876
2004-08-01,臺中縣,35981,28335,0,5379,2267,0.762,5.267707752370329
2004-08-01,臺南市,59176,45983,0,11030,2162,1.027,4.168902991840435
2004-08-01,臺南市(舊),28192,18722,0,7613,1857,1.207,2.459214501510574
2004-08-01,臺南縣,30984,27262,0,3417,305,0.905,7.9783435762364645
2004-08-01,高雄市,76532,62539,0,13233,759,0.898,4.725988060152648
2004-08-01,高雄市(舊),42292,34948,0,7314,29,0.903,4.77823352474706
2004-08-01,高雄縣,34240,27591,0,5919,730,0.893,4.661429295489103
2004-08-01,宜蘭縣,12306,9048,0,2372,886,0.859,3.8145025295109614
2004-08-01,新竹縣,12422,10800,0,1361,261,0.866,7.935341660543718
2004-08-01,苗栗縣,14724,12372,0,1911,441,0.856,6.474097331240189
2004-08-01,彰化縣,32595,26654,0,5392,549,0.799,4.943249258160237
2004-08-01,南投縣,13263,9740,0,2731,793,0.797,3.566459172464299
2004-08-01,雲林縣,18800,15105,0,3052,643,0.823,4.949213630406291
2004-08-01,嘉義縣,15777,13421,0,1842,514,0.912,7.2861020629750275
2004-08-01,屏東縣,26108,21749,0,3627,732,0.934,5.996415770609319
2004-08-01,臺東縣,6819,5431,0,1071,317,0.914,5.070961718020541
2004-08-01,花蓮縣,11282,8637,0,2173,472,1.045,3.974689369535205
2004-08-01,澎湖縣,3382,2617,0,647,118,1.189,4.044822256568779
2004-08-01,基隆市,14170,11384,0,2463,324,1.165,4.6220056841250505
2004-08-01,新竹市,13720,10210,0,3322,188,1.148,3.073449729078868
2004-08-01,嘉義市,8225,7402,0,555,267,0.982,13.336936936936937
2004-08-01,金門縣,1730,1343,0,293,94,0.895,4.583617747440273
2004-08-01,連江縣,1026,537,0,176,312,3.738,3.0511363636363638
2004-09-01,新北市,106857,87852,0,15916,3089,0.963,5.519728575018849
2004-09-01,臺北市,80828,50068,0,27504,3255,1.027,1.820389761489238
2004-09-01,桃園市,56346,42221,0,10388,3737,1.022,4.064401232190989
2004-09-01,臺中市,57963,41736,0,11673,4554,0.761,3.5754304805962476
2004-09-01,臺中市(舊),22801,14101,0,6564,2136,0.75,2.1482327848872638
2004-09-01,臺中縣,35162,27635,0,5108,2418,0.769,5.410140955364135
2004-09-01,臺南市,57832,44366,0,11211,2254,1.037,3.9573633038979574
2004-09-01,臺南市(舊),27778,17993,0,7866,1919,1.229,2.28743961352657
2004-09-01,臺南縣,30054,26373,0,3345,336,0.907,7.884304932735426
2004-09-01,高雄市,71844,57487,0,13652,705,0.872,4.210884852036331
2004-09-01,高雄市(舊),39407,31627,0,7750,31,0.869,4.080903225806452
2004-09-01,高雄縣,32437,25860,0,5902,675,0.875,4.381565570992883
2004-09-01,宜蘭縣,11875,8530,0,2384,962,0.856,3.578020134228188
2004-09-01,新竹縣,11802,10362,0,1264,176,0.849,8.197784810126583
2004-09-01,苗栗縣,14252,11635,0,2153,464,0.856,5.404087320018578
2004-09-01,彰化縣,31253,25413,0,5194,646,0.792,4.89276087793608
2004-09-01,南投縣,12827,9267,0,2785,776,0.797,3.3274685816876124
2004-09-01,雲林縣,18172,14616,0,2951,605,0.822,4.952897322941376
2004-09-01,嘉義縣,15432,13041,0,1870,520,0.922,6.97379679144385
2004-09-01,屏東縣,26525,21159,0,4487,879,0.981,4.715622910630711
2004-09-01,臺東縣,6757,5325,0,1109,322,0.956,4.801623083859333
2004-09-01,花蓮縣,11632,8732,0,2365,535,1.113,3.6921775898520086
2004-09-01,澎湖縣,3189,2413,0,664,112,1.159,3.6340361445783134
2004-09-01,基隆市,12599,9164,0,3084,350,1.07,2.971465629053178
2004-09-01,新竹市,13006,10146,0,2746,115,1.124,3.69482884195193
2004-09-01,嘉義市,8095,7231,0,570,295,0.999,12.685964912280701
2004-09-01,金門縣,1728,1330,0,307,90,0.92,4.3322475570032575
2004-09-01,連江縣,1098,541,0,177,380,4.136,3.056497175141243
2004-10-01,新北市,105026,85049,0,16960,3016,0.916,5.014681603773585
2004-10-01,臺北市,73138,46583,0,23393,3162,0.9,1.9913221903988372
2004-10-01,桃園市,53448,39899,0,9731,3818,0.934,4.100195252286507
2004-10-01,臺中市,60031,39750,0,15443,4837,0.763,2.573981739299359
2004-10-01,臺中市(舊),23506,13811,0,7292,2403,0.748,1.893993417443774
2004-10-01,臺中縣,36524,25939,0,8151,2434,0.773,3.1823089191510245
2004-10-01,臺南市,57093,42794,0,11958,2342,0.991,3.57869208897809
2004-10-01,臺南市(舊),27477,16951,0,8648,1878,1.176,1.9601063829787233
2004-10-01,臺南縣,29616,25843,0,3310,464,0.865,7.8075528700906345
2004-10-01,高雄市,73621,54669,0,17764,1188,0.864,3.0775163251519926
2004-10-01,高雄市(舊),41860,29688,0,11805,367,0.893,2.514866581956798
2004-10-01,高雄縣,31761,24981,0,5959,821,0.829,4.192146333277395
2004-10-01,宜蘭縣,11319,7671,0,2598,1050,0.79,2.9526558891454964
2004-10-01,新竹縣,11853,10344,0,1330,178,0.824,7.777443609022557
2004-10-01,苗栗縣,14028,11208,0,2405,415,0.815,4.66029106029106
2004-10-01,彰化縣,29104,23342,0,5081,680,0.713,4.593977563471758
2004-10-01,南投縣,12823,8986,0,2978,859,0.771,3.017461383478845
2004-10-01,雲林縣,17144,14240,0,2397,507,0.751,5.940759282436379
2004-10-01,嘉義縣,14469,12016,0,1953,501,0.837,6.1525857654889915
2004-10-01,屏東縣,24126,18987,0,4508,632,0.864,4.211845607808341
2004-10-01,臺東縣,6694,5219,0,1158,317,0.917,4.506908462867012
2004-10-01,花蓮縣,10692,7582,0,2649,461,0.989,2.862212155530389
2004-10-01,澎湖縣,3085,2266,0,711,108,1.085,3.1870604781997187
2004-10-01,基隆市,13228,10346,0,2528,354,1.088,4.092563291139241
2004-10-01,新竹市,12146,9548,0,2479,120,1.015,3.851553045582896
2004-10-01,嘉義市,7787,6964,0,546,277,0.93,12.754578754578755
2004-10-01,金門縣,1595,1224,0,291,80,0.818,4.206185567010309
2004-10-01,連江縣,1023,540,0,176,307,3.73,3.0681818181818183
2004-11-01,新北市,104711,85505,0,15983,3223,0.943,5.34974660576863
2004-11-01,臺北市,76150,48658,0,23863,3629,0.968,2.039056279596027
2004-11-01,桃園市,52703,38962,0,9906,3834,0.95,3.933171815061579
2004-11-01,臺中市,61052,41040,0,14694,5318,0.801,2.792976725193957
2004-11-01,臺中市(舊),24011,14187,0,6989,2835,0.789,2.029904135069395
2004-11-01,臺中縣,37041,26853,0,7704,2483,0.809,3.4855919003115265
2004-11-01,臺南市,57721,42979,0,12311,2431,1.035,3.4911055153927384
2004-11-01,臺南市(舊),28837,17833,0,9101,1902,1.274,1.9594550049445116
2004-11-01,臺南縣,28884,25146,0,3210,528,0.871,7.833644859813084
2004-11-01,高雄市,70210,55849,0,13050,1311,0.851,4.279616858237548
2004-11-01,高雄市(舊),37884,30729,0,6689,465,0.835,4.593960233218717
2004-11-01,高雄縣,32327,25120,0,6361,846,0.871,3.949064612482314
2004-11-01,宜蘭縣,10975,7055,0,2762,1158,0.791,2.554308472121651
2004-11-01,新竹縣,12080,10160,0,1717,203,0.866,5.917297612114153
2004-11-01,苗栗縣,14808,11573,0,2812,423,0.889,4.115576102418208
2004-11-01,彰化縣,29331,23646,0,4978,707,0.743,4.750100441944556
2004-11-01,南投縣,13882,8726,0,3848,1308,0.864,2.2676715176715176
2004-11-01,雲林縣,18083,14698,0,2782,603,0.818,5.283249460819555
2004-11-01,嘉義縣,14472,12257,0,1713,503,0.865,7.1552831290134264
2004-11-01,屏東縣,25369,18838,0,5848,683,0.939,3.221272229822161
2004-11-01,臺東縣,6398,4872,0,1049,477,0.887,4.644423260247855
2004-11-01,花蓮縣,10523,7720,0,2334,469,1.006,3.3076263924592975
2004-11-01,澎湖縣,2960,2074,0,778,109,1.076,2.665809768637532
2004-11-01,基隆市,12684,9774,0,2546,364,1.078,3.8389630793401412
