統計期,統計區,總計 (公噸),一般垃圾 (公噸),巨大垃圾 (公噸),資源垃圾 (公噸),廚餘 (公噸),平均每人每日一般廢棄物產生量 (公斤)
2001-09-01,新北市,103835,99321,0,4514,0,0.962
2011-11-01,雲林縣,16010,9947,220,4604,1239,0.748
2001-09-01,臺北市,188111,184477,0,3635,0,2.379
2011-11-01,嘉義縣,15605,9096,293,5312,905,0.966
2001-09-01,桃園市,59340,56363,0,2977,0,1.128
2011-11-01,屏東縣,20853,12302,378,6880,1293,0.803
2001-09-01,臺中市,58130,48870,0,9261,0,0.799
2011-11-01,臺東縣,6054,3419,104,1958,573,0.883
2001-09-01,臺中市(舊),19693,14917,0,4776,0,0.673
2011-11-01,花蓮縣,8230,4181,108,3278,662,0.814
2001-09-01,臺中縣,38437,33952,0,4485,0,0.884
2011-11-01,澎湖縣,2869,1447,71,1040,311,0.986
2001-09-01,臺南市,59828,54129,0,5699,0,1.083
2011-11-01,基隆市,11908,5187,228,5510,983,1.043
2001-09-01,臺南市(舊),23388,19888,0,3500,0,1.061
2011-11-01,新竹市,11771,5826,221,4643,1081,0.936
2001-09-01,臺南縣,36440,34241,0,2199,0,1.098
2011-11-01,嘉義市,8534,4011,575,3082,867,1.047
2001-09-01,高雄市,74099,67309,0,6790,0,0.907
2011-11-01,金門縣,1679,933,34,578,134,0.543
2001-09-01,高雄市(舊),41776,37429,0,4347,0,0.933
2011-11-01,連江縣,558,192,50,150,166,1.843
2001-09-01,高雄縣,32323,29881,0,2443,0,0.876
2011-12-01,新北市,97087,35669,2985,44229,14204,0.8
2001-09-01,宜蘭縣,13747,12592,0,1155,0,0.984
2011-12-01,臺北市,83829,32337,1336,42695,7461,1.021
2001-09-01,新竹縣,15026,14038,0,988,0,1.136
2011-12-01,桃園市,61433,31748,486,21836,7362,0.985
2001-09-01,苗栗縣,17787,16652,0,1135,0,1.078
2011-12-01,臺中市,65485,32592,1261,26243,5389,0.793
2001-09-01,彰化縣,31926,29996,0,1930,0,0.813
2011-12-01,臺南市,49540,22291,1169,20427,5653,0.851
2001-09-01,南投縣,12843,11875,0,967,0,0.801
2011-12-01,高雄市,78590,35394,1087,35887,6222,0.914
2001-09-01,雲林縣,19970,18680,0,1290,0,0.898
2011-12-01,宜蘭縣,13469,5122,329,5460,2558,0.946
2001-09-01,嘉義縣,15250,14294,0,956,0,0.904
2011-12-01,新竹縣,14616,7582,35,5865,1135,0.911
2001-09-01,屏東縣,25980,24898,0,1082,0,0.956
2011-12-01,苗栗縣,13621,7160,143,5399,919,0.782
2001-09-01,臺東縣,8702,7525,0,1176,0,1.21
2011-12-01,彰化縣,34618,18399,563,11244,4412,0.857
2001-09-01,花蓮縣,13328,12238,0,1090,0,1.267
2001-09-01,澎湖縣,2821,2516,0,305,0,1.031
2011-12-01,南投縣,14440,7118,273,5314,1735,0.891
2001-09-01,基隆市,10397,8901,0,1496,0,0.888
2011-12-01,雲林縣,16421,9778,215,5215,1213,0.742
2001-09-01,新竹市,13057,11497,0,1560,0,1.17
2011-12-01,嘉義縣,15378,8673,264,5549,892,0.922
2001-09-01,嘉義市,9285,9023,0,261,0,1.155
2011-12-01,屏東縣,20953,12437,310,6912,1294,0.782
2001-09-01,金門縣,1974,1848,0,126,0,1.164
2011-12-01,臺東縣,6516,3658,102,2140,616,0.92
2001-09-01,連江縣,0,0,0,0,0,0
2011-12-01,花蓮縣,8462,4424,144,3292,602,0.81
2001-10-01,新北市,103522,98135,0,5387,0,0.929
2011-12-01,澎湖縣,2859,1404,73,1063,318,0.949
2001-10-01,臺北市,129355,124260,0,5095,0,1.584
2011-12-01,基隆市,12042,5386,261,5405,990,1.022
2001-10-01,桃園市,53666,50141,0,3525,0,0.986
2011-12-01,新竹市,12027,5914,221,4777,1115,0.924
2001-10-01,臺中市,59158,49564,0,9593,0,0.786
2011-12-01,嘉義市,8400,3922,455,3152,871,0.998
2001-10-01,臺中市(舊),21146,15538,0,5608,0,0.698
2011-12-01,金門縣,1671,917,30,588,135,0.52
2001-10-01,臺中縣,38012,34026,0,3985,0,0.845
2011-12-01,連江縣,593,198,52,153,190,1.893
2001-10-01,臺南市,54848,48733,0,6115,0,0.961
2001-10-01,臺南市(舊),24268,20568,0,3700,0,1.065
2001-10-01,臺南縣,30580,28165,0,2415,0,0.892
2001-10-01,高雄市,70873,63981,0,6892,0,0.839
2001-10-01,高雄市(舊),38759,34540,0,4219,0,0.837
2001-10-01,高雄縣,32114,29442,0,2673,0,0.842
2001-10-01,宜蘭縣,13747,12486,0,1261,0,0.952
2001-10-01,新竹縣,12516,11856,0,660,0,0.916
2001-10-01,苗栗縣,15982,14830,0,1152,0,0.937
2001-10-01,彰化縣,31349,29392,0,1957,0,0.772
2001-10-01,南投縣,12520,11537,0,983,0,0.757
2001-10-01,雲林縣,19950,18629,0,1321,0,0.868
2001-10-01,嘉義縣,14015,12971,0,1044,0,0.804
2001-10-01,屏東縣,26581,25574,0,1007,0,0.946
2001-10-01,臺東縣,8833,7503,0,1331,0,1.187
2001-10-01,花蓮縣,13553,12299,0,1254,0,1.247
2001-10-01,澎湖縣,2894,2589,0,305,0,1.018
2001-10-01,基隆市,11041,8983,0,2058,0,0.912
2001-10-01,新竹市,12219,10653,0,1566,0,1.059
2001-10-01,嘉義市,8920,8636,0,284,0,1.074
2001-10-01,金門縣,1839,1726,0,113,0,1.047
2001-10-01,連江縣,0,0,0,0,0,0
2001-11-01,新北市,104292,99154,0,5137,0,0.966
2012-01-01,新北市,110305,43988,4249,48009,14059,0.908
2012-01-01,臺北市,76247,25227,1230,42477,7312,0.927
2001-11-01,臺北市,88312,84061,0,4251,0,1.117
2012-01-01,桃園市,62208,28329,678,25207,7995,0.997
2001-11-01,桃園市,50434,47333,0,3102,0,0.956
2001-11-01,臺中市,55204,46265,0,8939,0,0.75
2012-01-01,臺中市,74754,38395,1338,29147,5875,0.905
2001-11-01,臺中市(舊),19560,14272,0,5289,0,0.667
2012-01-01,臺南市,52497,24004,1166,21517,5809,0.902
2012-01-01,高雄市,81967,38143,1198,35853,6773,0.953
2001-11-01,臺中縣,35644,31993,0,3650,0,0.805
2012-01-01,宜蘭縣,15993,6781,448,6120,2644,1.124
2001-11-01,臺南市,48943,42832,0,6110,0,0.886
2012-01-01,新竹縣,16320,8914,92,6159,1156,1.017
2001-11-01,臺南市(舊),21044,17187,0,3857,0,0.954
2001-11-01,臺南縣,27899,25645,0,2254,0,0.84
2012-01-01,苗栗縣,15902,8999,181,5756,967,0.913
2012-01-01,彰化縣,39645,22562,835,11720,4528,0.982
2001-11-01,高雄市,64773,58782,0,5991,0,0.793
2012-01-01,南投縣,16667,8977,299,5660,1731,1.029
2001-11-01,高雄市(舊),35079,31871,0,3208,0,0.783
2001-11-01,高雄縣,29694,26911,0,2784,0,0.804
2012-01-01,雲林縣,19193,12112,307,5617,1156,0.868
2012-01-01,嘉義縣,17598,10614,370,5673,941,1.056
2001-11-01,宜蘭縣,13041,11827,0,1214,0,0.933
2012-01-01,屏東縣,23420,14045,699,7233,1443,0.874
2001-11-01,新竹縣,12150,11453,0,697,0,0.917
2012-01-01,臺東縣,7139,4297,157,2058,627,1.009
2001-11-01,苗栗縣,15024,13862,0,1162,0,0.909
2001-11-01,彰化縣,29802,28228,0,1574,0,0.758
2012-01-01,花蓮縣,9879,5437,109,3666,667,0.946
2001-11-01,南投縣,11339,10454,0,885,0,0.705
2012-01-01,澎湖縣,2848,1425,58,1026,340,0.945
2001-11-01,雲林縣,18990,17712,0,1277,0,0.853
2012-01-01,基隆市,14087,6680,441,5960,1006,1.196
2001-11-01,嘉義縣,12346,11309,0,1037,0,0.731
2012-01-01,新竹市,14286,7522,156,5385,1222,1.097
2001-11-01,屏東縣,25382,24375,0,1007,0,0.933
2012-01-01,嘉義市,9205,4793,190,3310,911,1.094
2001-11-01,臺東縣,8225,7159,0,1065,0,1.141
2012-01-01,金門縣,1830,1081,23,575,152,0.567
2012-01-01,連江縣,598,236,42,163,156,1.906
2001-11-01,花蓮縣,12563,11276,0,1287,0,1.195
2001-11-01,澎湖縣,2670,2369,0,301,0,0.969
2012-02-01,新北市,85204,31638,2058,38271,13237,0.75
2001-11-01,基隆市,10315,8790,0,1524,0,0.88
2012-02-01,臺北市,66644,20266,944,38731,6703,0.866
2001-11-01,新竹市,11347,9674,0,1673,0,1.015
2012-02-01,桃園市,59284,25471,460,25241,8112,1.015
2001-11-01,嘉義市,8316,7954,0,362,0,1.034
2012-02-01,臺中市,60054,27961,1306,24687,6100,0.777
2001-11-01,金門縣,1879,1661,0,218,0,1.103
2012-02-01,臺南市,48860,22005,862,20336,5657,0.898
2001-11-01,連江縣,0,0,0,0,0,0
2012-02-01,高雄市,77132,36442,987,33394,6309,0.959
2001-12-01,新北市,106967,101930,0,5037,0,0.96
2012-02-01,宜蘭縣,12829,4823,280,5220,2506,0.964
2001-12-01,臺北市,62403,58052,0,4351,0,0.764
2012-02-01,新竹縣,13847,7205,35,5460,1148,0.922
2001-12-01,桃園市,51554,48490,0,3064,0,0.944
2012-02-01,苗栗縣,13357,6855,134,5436,931,0.819
2001-12-01,臺中市,56839,47549,0,9290,0,0.739
2012-02-01,彰化縣,32359,16447,585,10820,4507,0.857
2001-12-01,臺中市(舊),20463,14866,0,5597,0,0.674
2012-02-01,南投縣,14032,6649,139,5608,1636,0.926
2001-12-01,臺中縣,36376,32683,0,3693,0,0.782
2012-02-01,雲林縣,15498,9268,174,5004,1051,0.749
2001-12-01,臺南市,51148,45168,0,5980,0,0.896
2012-02-01,嘉義縣,15123,8502,195,5488,938,0.97
2001-12-01,臺南市(舊),22098,18306,0,3791,0,0.97
2012-02-01,屏東縣,19804,11789,225,6542,1248,0.791
2001-12-01,臺南縣,29050,26861,0,2189,0,0.847
2012-02-01,臺東縣,6412,3682,97,2077,557,0.97
2001-12-01,高雄市,69511,63547,0,5964,0,0.823
2012-02-01,花蓮縣,7890,4092,47,3062,689,0.808
2001-12-01,高雄市(舊),38185,35e3,0,3186,0,0.824
2012-02-01,澎湖縣,2465,1114,47,1017,287,0.874
2001-12-01,高雄縣,31326,28547,0,2779,0,0.821
2012-02-01,基隆市,11024,4775,253,5010,986,1.001
2001-12-01,宜蘭縣,13490,12410,0,1080,0,0.934
2012-02-01,新竹市,10953,5594,128,4020,1211,0.898
2012-02-01,嘉義市,8024,3670,281,3102,971,1.019
2001-12-01,新竹縣,11793,11181,0,612,0,0.859
2012-02-01,金門縣,1587,883,20,545,139,0.521
2001-12-01,苗栗縣,15673,14531,0,1142,0,0.917
2012-02-01,連江縣,587,201,51,175,161,1.997
2001-12-01,彰化縣,31035,29216,0,1819,0,0.763
2012-03-01,新北市,93923,36372,2373,41551,13627,0.773
2001-12-01,南投縣,12067,11106,0,961,0,0.746
2001-12-01,雲林縣,19582,18242,0,1340,0,0.851
2012-03-01,臺北市,71475,23183,1230,39491,7572,0.868
2001-12-01,嘉義縣,14204,13235,0,969,0,0.814
2012-03-01,桃園市,61744,26490,530,25773,8950,0.988
2001-12-01,屏東縣,26096,25149,0,947,0,0.928
2012-03-01,臺中市,69067,33728,1299,27700,6340,0.835
2001-12-01,臺東縣,8327,7153,0,1174,0,1.118
2012-03-01,臺南市,49960,22502,989,20795,5674,0.858
2001-12-01,花蓮縣,13239,11871,0,1368,0,1.234
2012-03-01,高雄市,80662,38564,1021,34226,6851,0.938
2001-12-01,澎湖縣,2775,2411,0,364,0,0.974
2012-03-01,宜蘭縣,13491,5239,330,5382,2539,0.949
2001-12-01,基隆市,10669,9195,0,1474,0,0.881
2012-03-01,新竹縣,14162,7789,24,5143,1206,0.881
2001-12-01,新竹市,12120,10446,0,1674,0,1.048
2012-03-01,苗栗縣,14250,7394,133,5754,969,0.818
2001-12-01,嘉義市,8886,8401,0,486,0,1.069
2012-03-01,彰化縣,34875,17639,530,12118,4588,0.864
2001-12-01,金門縣,1826,1635,0,191,0,1.034
2012-03-01,南投縣,14566,6990,224,5648,1704,0.9
2001-12-01,連江縣,0,0,0,0,0,0
2012-03-01,雲林縣,16163,10093,232,4693,1145,0.731
2012-03-01,嘉義縣,15658,8975,275,5457,950,0.941
2012-03-01,屏東縣,21156,12581,305,6988,1282,0.791
2012-03-01,臺東縣,6318,3632,104,2048,533,0.894
2012-03-01,花蓮縣,8507,4522,64,3187,733,0.815
2012-03-01,澎湖縣,2588,1236,18,1031,303,0.857
2012-03-01,基隆市,12234,5614,317,5292,1010,1.041
2012-03-01,新竹市,13090,6323,155,5367,1245,1.003
2012-03-01,嘉義市,8356,3905,368,3199,884,0.993
2012-03-01,金門縣,1610,904,32,530,144,0.491
2012-03-01,連江縣,618,208,32,192,185,1.968
2012-04-01,新北市,91407,34759,2516,40268,13865,0.777
2012-04-01,臺北市,67873,19589,1113,39690,7481,0.851
2012-04-01,桃園市,57985,23373,511,25317,8784,0.958
2012-04-01,臺中市,66688,31745,1105,27469,6368,0.833
2012-04-01,臺南市,49388,22198,883,20822,5484,0.877
2012-04-01,高雄市,77731,38060,919,32625,6127,0.934
2012-04-01,宜蘭縣,13843,5349,417,5508,2569,1.006
2012-04-01,新竹縣,14012,7646,35,5171,1161,0.9
2012-04-01,苗栗縣,14204,7496,145,5595,968,0.842
2012-04-01,彰化縣,34550,17004,557,12270,4718,0.885
2012-04-01,南投縣,14414,7044,204,5488,1678,0.921
2012-04-01,雲林縣,16427,10182,187,4866,1192,0.768
2012-04-01,嘉義縣,15902,9149,246,5490,1017,0.989
2012-04-01,屏東縣,20880,12410,254,6907,1310,0.807
2012-04-01,臺東縣,6298,3615,114,2023,546,0.922
2012-04-01,花蓮縣,8172,4258,74,3111,728,0.81
2012-04-01,澎湖縣,2685,1333,14,1029,308,0.918
2012-04-01,基隆市,11988,5376,273,5311,1029,1.054
2002-01-01,新北市,113703,107910,0,5792,0,1.02
2012-04-01,新竹市,12800,6162,136,5367,1133,1.013
2002-01-01,臺北市,86783,69385,0,17398,0,1.063
2012-04-01,嘉義市,8356,3912,424,3190,830,1.026
2002-01-01,桃園市,52251,49003,0,3248,0,0.956
2012-04-01,金門縣,1705,975,37,535,159,0.532
2002-01-01,臺中市,55271,45343,0,9928,0,0.719
2012-04-01,連江縣,694,217,38,207,231,2.283
2002-01-01,臺中市(舊),20887,15469,0,5418,0,0.688
2012-05-01,新北市,95168,36147,2733,42023,14265,0.783
2002-01-01,臺中縣,34384,29874,0,4511,0,0.739
2012-05-01,臺北市,69879,21027,1245,39456,8151,0.847
2002-01-01,臺南市,53723,47043,0,6680,0,0.941
2012-05-01,桃園市,52336,17521,617,24828,9369,0.837
2002-01-01,臺南市(舊),24477,20350,0,4127,0,1.074
2012-05-01,臺中市,71194,33622,1440,29490,6643,0.86
2002-01-01,臺南縣,29246,26693,0,2553,0,0.852
2012-05-01,臺南市,50182,22504,1003,21058,5616,0.862
2002-01-01,高雄市,73205,66474,0,6731,0,0.867
2012-05-01,高雄市,79533,39979,1100,31653,6800,0.925
2002-01-01,高雄市(舊),40877,36944,0,3933,0,0.882
2012-05-01,宜蘭縣,13895,5444,328,5536,2587,0.978
2002-01-01,高雄縣,32328,29530,0,2798,0,0.848
2012-05-01,新竹縣,14415,7940,35,5253,1187,0.895
2002-01-01,宜蘭縣,14557,12940,0,1617,0,1.008
2012-05-01,苗栗縣,14866,7904,151,5779,1032,0.853
2002-01-01,新竹縣,12959,12264,0,696,0,0.943
2012-05-01,彰化縣,37021,18425,646,13028,4923,0.918
2002-01-01,苗栗縣,15811,14667,0,1144,0,0.926
2012-05-01,南投縣,14649,7459,171,5228,1791,0.906
2002-01-01,彰化縣,33285,31480,0,1805,0,0.817
2012-05-01,雲林縣,17643,10833,204,5191,1415,0.799
2002-01-01,南投縣,12061,10977,0,1084,0,0.748
2012-05-01,嘉義縣,15983,9491,212,5262,1019,0.963
2002-01-01,雲林縣,18514,17114,0,1401,0,0.804
2012-05-01,屏東縣,21882,13297,233,6997,1355,0.819
2002-01-01,嘉義縣,16090,15028,0,1061,0,0.922
2012-05-01,臺東縣,6586,3724,116,2197,550,0.934
2002-01-01,屏東縣,25825,24877,0,948,0,0.917
2012-05-01,花蓮縣,8508,4541,49,3204,715,0.816
2002-01-01,臺東縣,8314,7309,0,1005,0,1.114
2012-05-01,澎湖縣,2808,1421,40,1020,327,0.928
2002-01-01,花蓮縣,13913,12274,0,1638,0,1.296
2012-05-01,基隆市,12220,5627,230,5321,1041,1.041
2002-01-01,澎湖縣,2674,2365,0,309,0,0.934
2012-05-01,新竹市,13611,6646,207,5500,1257,1.041
2002-01-01,基隆市,10908,8832,0,2076,0,0.9
2012-05-01,嘉義市,8306,4075,230,3151,851,0.986
2002-01-01,新竹市,12253,10495,0,1758,0,1.06
2012-05-01,金門縣,1795,1013,43,571,167,0.539
2002-01-01,嘉義市,8489,8040,0,449,0,1.022
2012-05-01,連江縣,679,171,29,214,265,2.159
2002-01-01,金門縣,1785,1639,0,146,0,1.007
2012-06-01,新北市,95671,36473,2697,41974,14527,0.812
2002-01-01,連江縣,0,0,0,0,0,0
2012-06-01,臺北市,73147,23792,1323,39906,8126,0.916
2002-02-01,新北市,115644,110183,0,5462,0,1.144
2012-06-01,桃園市,65317,29369,602,25834,9511,1.078
2002-02-01,臺北市,74759,61272,0,13487,0,1.014
2012-06-01,臺中市,72700,34621,1265,30249,6565,0.906
2002-02-01,桃園市,51870,47272,0,4598,0,1.05
2012-06-01,臺南市,49488,22202,926,20896,5463,0.878
2002-02-01,臺中市,60502,50432,0,10070,0,0.871
2012-06-01,高雄市,81026,39719,969,32635,7703,0.973
2002-02-01,臺中市(舊),20202,14706,0,5496,0,0.736
2012-06-01,宜蘭縣,13986,5444,309,5624,2608,1.017
2002-02-01,臺中縣,40300,35726,0,4573,0,0.958
2012-06-01,新竹縣,14791,8164,64,5376,1186,0.948
2002-02-01,臺南市,55482,49101,0,6381,0,1.076
2012-06-01,苗栗縣,14761,7744,197,5747,1072,0.875
2002-02-01,臺南市(舊),24976,21129,0,3847,0,1.214
2012-06-01,彰化縣,37143,17946,544,13650,5002,0.952
2002-02-01,臺南縣,30505,27971,0,2534,0,0.984
2012-06-01,南投縣,14891,7370,203,5589,1728,0.952
2002-02-01,高雄市,70746,64128,0,6619,0,0.927
2012-06-01,雲林縣,17451,10628,198,5270,1355,0.817
2002-02-01,高雄市(舊),38240,34156,0,4084,0,0.913
2012-06-01,嘉義縣,15828,9275,150,5363,1040,0.986
2002-02-01,高雄縣,32507,29972,0,2535,0,0.945
2012-06-01,屏東縣,22731,13711,515,7171,1334,0.879
2002-02-01,宜蘭縣,14161,12859,0,1302,0,1.085
2012-06-01,臺東縣,6606,3686,126,2206,588,0.969
2002-02-01,新竹縣,12172,11360,0,812,0,0.98
2012-06-01,花蓮縣,8980,4793,44,3378,765,0.891
2002-02-01,苗栗縣,16726,15550,0,1176,0,1.083
2012-06-01,澎湖縣,2886,1438,50,1055,343,0.985
2002-02-01,彰化縣,35875,33728,0,2147,0,0.977
2012-06-01,基隆市,12263,5674,250,5319,1021,1.08
2002-02-01,南投縣,13123,12017,0,1106,0,0.876
2012-06-01,新竹市,14052,7233,176,5501,1143,1.109
2002-02-01,雲林縣,19039,17593,0,1447,0,0.915
2012-06-01,嘉義市,8148,4019,162,3115,852,1
2002-02-01,嘉義縣,15296,14201,0,1095,0,0.978
2012-06-01,金門縣,1675,942,28,551,154,0.518
2002-02-01,屏東縣,26091,25154,0,937,0,1.03
2012-06-01,連江縣,778,226,31,241,280,2.539
2002-02-01,臺東縣,8571,7243,0,1327,0,1.259
2012-07-01,新北市,94415,34574,2747,43037,14057,0.776
2002-02-01,花蓮縣,14084,12407,0,1677,0,1.433
2012-07-01,臺北市,71311,22325,1545,4e4,7442,0.864
2002-02-01,澎湖縣,2805,2518,0,287,0,1.079
2012-07-01,桃園市,62968,27302,799,25433,9433,1.005
2002-02-01,基隆市,12011,9478,0,2532,0,1.098
2012-07-01,臺中市,70591,32549,1349,30398,6296,0.851
2002-02-01,新竹市,12621,10905,0,1716,0,1.207
2012-07-01,臺南市,50822,22301,1237,21534,5750,0.873
2002-02-01,嘉義市,8841,8226,0,615,0,1.181
2012-07-01,高雄市,80799,38651,1189,33113,7845,0.939
2002-02-01,金門縣,1890,1735,0,155,0,1.178
2012-07-01,宜蘭縣,13999,5363,310,5718,2609,0.985
2002-02-01,連江縣,0,0,0,0,0,0
2012-07-01,新竹縣,14263,7727,56,5274,1206,0.884
2002-03-01,新北市,109490,103800,0,5690,0,0.978
2012-07-01,苗栗縣,14256,7487,206,5567,995,0.817
2002-03-01,臺北市,76417,60644,0,15774,0,0.936
2012-07-01,彰化縣,37366,17121,534,14677,5034,0.927
2002-03-01,桃園市,49190,45931,0,3259,0,0.898
2012-07-01,南投縣,15060,7453,265,5455,1886,0.932
2002-03-01,臺中市,54615,44929,0,9686,0,0.71
2012-07-01,雲林縣,17074,10261,219,5112,1482,0.774
2002-03-01,臺中市(舊),20072,14786,0,5286,0,0.66
2012-07-01,嘉義縣,15918,9381,153,5408,977,0.96
2002-03-01,臺中縣,34543,30142,0,4400,0,0.742
2012-07-01,屏東縣,21609,12744,297,7271,1297,0.81
2002-03-01,臺南市,53390,47264,0,6127,0,0.935
2012-07-01,臺東縣,6861,3800,128,2346,587,0.974
2002-03-01,臺南市(舊),22759,19146,0,3613,0,0.999
2012-07-01,花蓮縣,8723,4577,43,3352,751,0.838
2002-03-01,臺南縣,30631,28118,0,2514,0,0.892
2012-07-01,澎湖縣,2880,1427,42,1050,360,0.95
2002-03-01,高雄市,71157,65255,0,5903,0,0.842
2012-07-01,基隆市,12172,5460,232,5360,1121,1.038
2002-03-01,高雄市(舊),39373,36096,0,3277,0,0.848
2012-07-01,新竹市,12327,6231,249,4767,1080,0.941
2002-03-01,高雄縣,31784,29159,0,2625,0,0.835
2012-07-01,嘉義市,7958,3701,291,3112,853,0.945
2002-03-01,宜蘭縣,13746,12445,0,1300,0,0.951
2012-07-01,金門縣,1745,969,28,599,149,0.518
2002-03-01,新竹縣,10272,9566,0,706,0,0.746
2012-07-01,連江縣,780,209,30,247,294,2.411
2002-03-01,苗栗縣,15508,14337,0,1172,0,0.907
2012-08-01,新北市,93196,35175,3288,41711,13022,0.765
2002-03-01,彰化縣,31694,29744,0,1950,0,0.779
2012-08-01,臺北市,70114,21854,1470,39672,7118,0.849
2002-03-01,南投縣,12472,11176,0,1297,0,0.752
2012-08-01,桃園市,61123,26291,45,25707,9081,0.975
2002-03-01,雲林縣,18124,16705,0,1418,0,0.786
2012-08-01,臺中市,71580,34002,1740,29576,6263,0.863
2002-03-01,嘉義縣,14806,13784,0,1022,0,0.863
2012-08-01,臺南市,50531,22151,1213,21364,5803,0.867
2002-03-01,屏東縣,25354,24430,0,924,0,0.904
2012-08-01,高雄市,80872,37462,1375,33358,8678,0.94
2002-03-01,臺東縣,8167,7001,0,1166,0,1.076
2012-08-01,宜蘭縣,14365,5500,503,5739,2622,1.011
2002-03-01,花蓮縣,13037,11529,0,1508,0,1.194
2012-08-01,新竹縣,14642,7993,67,5407,1175,0.906
2002-03-01,澎湖縣,2826,2458,0,368,0,0.983
2012-08-01,苗栗縣,14620,7585,324,5772,939,0.838
2002-03-01,基隆市,10939,9101,0,1837,0,0.903
2012-08-01,彰化縣,36781,17954,723,13070,5034,0.913
2002-03-01,新竹市,11960,10334,0,1626,0,1.032
2012-08-01,南投縣,15704,7667,470,5760,1807,0.973
2002-03-01,嘉義市,8528,7877,0,651,0,1.03
2012-08-01,雲林縣,17136,10311,257,5135,1433,0.777
2002-03-01,金門縣,1906,1693,0,213,0,1.071
2012-08-01,嘉義縣,15958,9359,117,5480,1002,0.963
2002-03-01,連江縣,0,0,0,0,0,0
2012-08-01,屏東縣,22946,13228,845,7634,1239,0.86
2002-04-01,新北市,114683,109166,0,5517,0,1.057
2012-08-01,臺東縣,7323,4032,375,2384,533,1.041
2002-04-01,臺北市,83085,63332,0,19753,0,1.052
2012-08-01,花蓮縣,8622,4585,51,3281,705,0.829
2002-04-01,桃園市,49275,45800,0,3475,0,0.928
2012-08-01,澎湖縣,2869,1432,46,1053,339,0.945
2002-04-01,臺中市,56368,47089,0,9280,0,0.756
2012-08-01,基隆市,12480,5599,350,5339,1193,1.065
2012-08-01,新竹市,12905,6596,306,5059,944,0.984
2002-04-01,臺中市(舊),20534,15128,0,5407,0,0.697
2002-04-01,臺中縣,35834,31961,0,3873,0,0.795
2012-08-01,嘉義市,8252,3824,420,3144,864,0.98
2002-04-01,臺南市,55978,49717,0,6261,0,1.013
2012-08-01,金門縣,1819,981,28,665,144,0.536
2002-04-01,臺南市(舊),24073,20556,0,3517,0,1.092
2012-08-01,連江縣,817,234,29,279,275,2.461
2002-04-01,臺南縣,31905,29161,0,2744,0,0.96
2012-09-01,新北市,85463,31560,3048,38237,12618,0.725
2002-04-01,高雄市,72079,65980,0,6098,0,0.88
2012-09-01,臺北市,68723,20154,2011,39784,6774,0.859
2002-04-01,高雄市(舊),39592,36236,0,3356,0,0.88
2012-09-01,桃園市,57984,23298,43,25556,9087,0.955
2002-04-01,高雄縣,32487,29744,0,2743,0,0.88
2012-09-01,臺中市,67011,30162,1220,29593,6037,0.834
2002-04-01,宜蘭縣,13622,12032,0,1589,0,0.975
2012-09-01,臺南市,48935,21501,815,20983,5636,0.868
2002-04-01,新竹縣,11825,11106,0,719,0,0.886
2012-09-01,高雄市,77647,34848,969,33723,8107,0.932
2002-04-01,苗栗縣,16095,14856,0,1239,0,0.974
2012-09-01,宜蘭縣,13285,4975,300,5450,2560,0.966
2002-04-01,彰化縣,32257,30378,0,1879,0,0.818
2012-09-01,新竹縣,13924,7408,55,5227,1235,0.889
2002-04-01,南投縣,12614,11521,0,1093,0,0.786
2012-09-01,苗栗縣,13496,6932,252,5360,952,0.799
2002-04-01,雲林縣,18793,17377,0,1416,0,0.842
2012-09-01,彰化縣,34620,15789,536,13179,5117,0.888
2002-04-01,嘉義縣,16394,15312,0,1082,0,0.987
2012-09-01,南投縣,14074,6697,223,5426,1728,0.901
2002-04-01,屏東縣,25505,24633,0,873,0,0.936
2012-09-01,雲林縣,16137,9616,205,4998,1318,0.756
2002-04-01,臺東縣,7979,6921,0,1058,0,1.086
2012-09-01,嘉義縣,14816,8265,378,5158,1016,0.924
2002-04-01,花蓮縣,13185,11761,0,1424,0,1.245
2012-09-01,屏東縣,21471,12009,726,7442,1294,0.832
2002-04-01,澎湖縣,2639,2352,0,287,0,0.951
2012-09-01,臺東縣,6749,3627,262,2289,570,0.992
2002-04-01,基隆市,11738,9546,0,2191,0,1.001
2012-09-01,花蓮縣,8079,4255,34,3159,631,0.803
2002-04-01,新竹市,12166,10559,0,1607,0,1.084
2012-09-01,澎湖縣,2607,1236,41,1003,327,0.886
2002-04-01,嘉義市,8378,7772,0,606,0,1.046
