序號,統計期,統計區,"總計 (公噸)","紙類及紙製品 (公噸)","金屬類 (公噸)","塑膠及橡膠製品 (公噸)","玻璃製品 (公噸)","紡織品 (公噸)","家電用品 (公噸)","電池 (公噸)","資訊及通信物品 (公噸)","農藥容器及特殊環境用藥容器 (公噸)","食用油 (公噸)","其他 (公噸)"
314,"100年 7月",桃園市,"24,210","13,162","4,531","3,146","1,715",115,290,90,164,5,0,992
315,"89年 5月",雲林縣,915,381,192,213,87,9,24,0,1,0,0,9
316,"100年 7月",臺中市,"25,186","14,484","4,019","2,666","2,513",305,299,95,120,7,0,680
317,"89年 5月",嘉義縣,843,482,184,112,36,9,12,6,0,0,0,2
318,"100年 7月",臺南市,"22,125","11,709","6,222","1,912","1,330",184,186,84,88,6,0,404
319,"89年 5月",屏東縣,790,339,135,98,79,8,13,1,1,0,0,117
320,"100年 7月",高雄市,"35,909","18,182","7,845","4,556","3,259",406,271,156,128,19,0,"1,087"
321,"89年 5月",臺東縣,"1,123",949,31,138,3,0,1,0,0,0,0,0
322,"100年 7月",宜蘭縣,"5,786","2,947","1,208",858,508,108,76,18,20,2,0,40
323,"89年 5月",花蓮縣,500,236,117,64,46,20,7,8,2,0,0,1
324,"100年 7月",新竹縣,"5,539","2,359","2,195",530,279,35,72,29,30,1,0,9
325,"89年 5月",澎湖縣,297,79,13,54,88,25,5,20,0,0,0,13
326,"100年 7月",苗栗縣,"5,542","2,777","1,272",730,440,106,84,42,43,9,0,38
327,"89年 5月",基隆市,"1,916",761,426,153,453,49,65,6,3,0,0,0
328,"100年 7月",彰化縣,"11,414","6,580","1,459","1,201","1,245",314,194,91,60,13,0,257
329,"89年 5月",新竹市,757,513,58,55,84,44,0,1,2,0,0,0
330,"100年 7月",南投縣,"4,860","2,783",841,631,457,36,44,18,6,3,0,42
331,"89年 5月",嘉義市,464,246,86,55,38,19,18,0,2,0,0,0
332,"100年 7月",雲林縣,"4,363","2,205","1,037",452,441,59,51,29,32,15,0,40
333,"89年 5月",金門縣,0,0,0,0,0,0,0,0,0,0,0,0
334,"100年 7月",嘉義縣,"4,827","1,639","1,622",733,471,130,57,18,17,9,0,132
335,"89年 5月",連江縣,0,0,0,0,0,0,0,0,0,0,0,0
336,"100年 7月",屏東縣,"6,908","2,920","2,004",800,839,94,108,31,22,6,0,82
337,"100年 7月",臺東縣,"1,992",494,176,583,346,15,4,6,1,1,0,366
338,"89年 6月",新北市,"3,997","2,527",616,313,223,142,53,7,14,0,0,102
339,"89年 6月",臺北市,"12,165","7,694","3,490",482,196,62,0,0,0,0,0,241
340,"100年 7月",花蓮縣,"3,489","1,876",647,478,267,41,99,29,30,1,0,21
341,"100年 7月",澎湖縣,"1,104",541,99,90,308,9,23,12,12,3,0,7
342,"89年 6月",桃園市,"3,407","2,352",489,311,110,27,95,13,4,0,0,5
343,"89年 6月",臺中市,"6,281","3,457","1,090",737,776,78,46,9,11,0,0,76
344,"100年 7月",基隆市,"5,150","3,130",569,665,603,45,104,3,22,2,0,8
345,"100年 7月",新竹市,"5,266","3,873",390,281,341,245,33,68,17,1,0,17
346,"89年 6月",臺中市(舊),"2,960","1,734",399,261,455,54,8,0,0,0,0,50
347,"89年 6月",臺中縣,"3,321","1,724",691,477,321,24,38,9,11,0,0,26
348,"100年 7月",嘉義市,"3,232","1,710",882,295,119,37,133,16,24,0,0,16
349,"100年 7月",金門縣,559,345,46,97,35,2,6,1,3,0,0,23
350,"89年 6月",臺南市,"2,109","1,054",455,302,153,80,30,3,1,0,0,30
351,"100年 7月",連江縣,122,35,64,11,4,0,5,1,1,0,0,0
352,"89年 6月",臺南市(舊),663,324,94,129,84,3,10,2,0,0,0,18
353,"100年 8月",新北市,"33,342","18,395","7,829","3,446","2,144",304,448,110,196,2,0,469
354,"89年 6月",臺南縣,"1,447",730,361,173,69,77,21,1,1,0,0,13
355,"100年 8月",臺北市,"40,385","22,012","15,361","1,347",742,85,316,46,371,0,0,104
356,"89年 6月",高雄市,"5,056","2,452",945,741,722,62,53,28,7,0,0,44
357,"89年 6月",高雄市(舊),"3,265","1,394",562,537,622,44,30,25,7,0,0,43
358,"100年 8月",桃園市,"23,836","13,501","4,129","2,841","1,648",98,322,74,157,5,0,"1,060"
359,"89年 6月",高雄縣,"1,791","1,058",383,204,100,18,23,3,0,0,0,1
360,"100年 8月",臺中市,"25,558","14,613","4,013","2,842","2,454",305,354,93,127,8,0,749
361,"100年 8月",臺南市,"21,873","11,968","5,870","1,842","1,318",177,181,88,85,6,0,339
362,"89年 6月",宜蘭縣,"1,030",431,486,41,4,18,7,6,1,0,0,36
363,"89年 6月",新竹縣,"1,045",358,118,44,12,0,13,3,12,0,0,485
364,"100年 8月",高雄市,"35,793","18,302","7,939","4,593","3,559",425,259,133,109,21,0,453
365,"89年 6月",苗栗縣,987,390,209,246,81,14,21,17,9,0,0,1
366,"100年 8月",宜蘭縣,"5,668","2,959","1,112",829,544,98,74,14,20,2,0,16
367,"100年 8月",新竹縣,"5,467","2,318","2,127",516,334,37,71,28,29,0,0,5
368,"89年 6月",彰化縣,"1,743","1,034",359,171,126,30,16,2,3,0,0,2
369,"100年 8月",苗栗縣,"5,531","2,870","1,203",752,402,111,71,40,42,8,0,31
370,"89年 6月",南投縣,"1,006",469,322,76,103,25,7,2,1,0,0,0
371,"89年 6月",雲林縣,880,419,189,183,53,5,22,1,0,0,0,8
372,"100年 8月",彰化縣,"11,629","6,595","1,498","1,245","1,344",295,185,89,58,12,0,308
373,"100年 8月",南投縣,"5,361","3,059",888,779,483,50,39,16,5,2,0,39
374,"89年 6月",嘉義縣,922,511,194,113,62,15,20,6,0,0,0,1
375,"89年 6月",屏東縣,"1,066",533,162,230,79,10,10,4,0,0,0,38
376,"100年 8月",雲林縣,"4,403","2,085","1,138",523,421,51,62,40,16,23,0,45
377,"100年 8月",嘉義縣,"5,123","1,768","1,647",707,385,123,108,22,94,20,0,248
378,"89年 6月",臺東縣,"1,187","1,049",31,97,8,0,1,1,0,0,0,0
379,"100年 8月",屏東縣,"6,906","3,057","1,968",804,750,84,104,27,19,7,0,85
380,"89年 6月",花蓮縣,"1,404",310,136,101,803,24,13,11,5,0,0,0
381,"89年 6月",澎湖縣,430,163,26,62,153,0,25,0,0,0,0,0
382,"100年 8月",臺東縣,"2,333",462,182,587,557,16,3,6,1,1,0,517
383,"89年 6月",基隆市,"2,075",904,733,129,174,55,72,4,4,0,0,0
384,"100年 8月",花蓮縣,"3,452","1,748",641,561,287,40,81,30,44,1,0,18
385,"89年 6月",新竹市,845,433,123,44,231,3,3,1,2,0,0,5
386,"100年 8月",澎湖縣,"1,005",559,109,112,141,11,24,12,13,3,0,20
387,"89年 6月",嘉義市,509,278,64,89,37,14,22,0,4,0,0,0
388,"100年 8月",基隆市,"5,293","3,203",572,683,639,46,111,6,23,2,0,8
389,"100年 8月",新竹市,"5,191","3,670",488,312,363,229,61,34,17,1,0,15
390,"89年 6月",金門縣,0,0,0,0,0,0,0,0,0,0,0,0
391,"89年 6月",連江縣,0,0,0,0,0,0,0,0,0,0,0,0
392,"100年 8月",嘉義市,"3,160","1,638",922,263,73,51,125,16,23,0,0,49
393,"89年 7月",新北市,"4,073","2,467",534,508,251,136,31,6,9,0,0,130
394,"100年 8月",金門縣,519,306,52,94,32,5,7,1,6,0,0,16
395,"100年 8月",連江縣,157,71,58,13,3,0,9,1,1,0,0,0
396,"89年 7月",臺北市,"4,151","2,972",433,298,186,147,0,0,0,0,0,115
397,"100年 9月",新北市,"30,763","16,880","7,546","3,112","1,896",298,374,139,155,2,0,361
398,"89年 7月",桃園市,"2,451","1,423",464,239,91,26,79,9,3,0,0,118
399,"89年 7月",臺中市,"6,529","3,552","1,169",817,747,73,39,6,8,0,0,118
400,"100年 9月",臺北市,"41,143","22,279","15,741","1,384",722,113,312,49,332,0,0,211
401,"89年 7月",臺中市(舊),"3,121","1,791",423,300,457,50,5,0,0,0,0,95
402,"100年 9月",桃園市,"23,185","13,595","4,225","2,299","1,418",96,349,76,157,3,0,968
403,"89年 7月",臺中縣,"3,407","1,761",746,517,289,23,34,6,8,0,0,23
404,"100年 9月",臺中市,"25,668","14,940","3,852","2,801","2,456",305,360,95,123,8,0,726
405,"89年 7月",臺南市,"2,586","1,308",488,335,167,56,57,46,2,0,0,126
406,"100年 9月",臺南市,"21,450","11,734","5,979","1,748","1,131",172,213,112,89,6,0,266
407,"89年 7月",臺南市(舊),644,345,77,116,92,6,8,0,0,0,0,0
408,"100年 9月",高雄市,"36,218","18,394","8,413","4,462","3,605",382,240,138,91,16,0,476
409,"89年 7月",臺南縣,"1,942",962,411,220,76,51,49,45,2,0,0,126
410,"100年 9月",宜蘭縣,"5,573","2,861","1,138",840,510,98,77,13,20,3,0,13
411,"89年 7月",高雄市,"5,261","2,541","1,009",759,761,64,55,18,10,0,0,43
412,"100年 9月",新竹縣,"5,050","1,958","2,135",512,283,37,63,28,26,1,0,8
413,"89年 7月",高雄市(舊),"3,440","1,497",625,557,627,45,28,12,8,0,0,42
414,"100年 9月",苗栗縣,"5,436","2,712","1,223",727,480,100,77,43,41,8,0,24
415,"89年 7月",高雄縣,"1,820","1,044",384,202,134,19,27,5,2,0,0,2
416,"100年 9月",彰化縣,"11,766","6,927","1,428","1,272","1,206",304,172,104,51,13,0,290
417,"89年 7月",宜蘭縣,"2,072","1,073",656,116,8,19,35,14,1,0,0,149
418,"100年 9月",南投縣,"4,901","2,689",872,684,489,39,46,18,6,3,0,54
419,"89年 7月",新竹縣,"1,117",406,181,63,7,2,9,4,3,0,0,443
420,"100年 9月",雲林縣,"4,924","2,203","1,465",523,438,100,70,60,14,15,0,35
421,"89年 7月",苗栗縣,"1,015",456,207,169,62,25,34,30,10,0,0,23
422,"100年 9月",嘉義縣,"5,464","1,867","1,908",851,417,152,73,19,43,8,0,126
423,"89年 7月",彰化縣,"2,093","1,351",377,189,130,9,26,7,2,0,0,2
424,"100年 9月",屏東縣,"7,222","3,218","1,997",882,769,118,95,34,19,5,0,85
425,"89年 7月",南投縣,"1,517",791,420,153,104,15,19,3,5,0,0,6
426,"100年 9月",臺東縣,"2,100",507,120,687,413,18,4,8,1,1,0,340
427,"89年 7月",雲林縣,832,412,186,155,61,6,2,0,1,0,0,9
428,"100年 9月",花蓮縣,"3,444","1,833",625,480,292,29,99,26,37,2,0,24
429,"89年 7月",嘉義縣,891,487,185,105,67,17,20,8,0,0,0,4
430,"100年 9月",澎湖縣,"1,128",564,104,96,290,11,28,11,14,3,0,8
431,"89年 7月",屏東縣,"1,159",501,142,325,82,5,5,2,1,0,0,96
432,"100年 9月",基隆市,"5,396","3,211",571,670,746,45,117,4,24,2,0,7
433,"89年 7月",臺東縣,"1,136",980,30,113,10,0,2,0,0,0,0,1
434,"100年 9月",新竹市,"5,091","3,568",485,314,400,203,44,42,20,1,0,14
435,"89年 7月",花蓮縣,661,281,118,98,92,31,30,9,3,0,0,0
436,"100年 9月",嘉義市,"3,181","1,660",868,282,133,46,132,17,25,0,0,18
437,"89年 7月",澎湖縣,374,160,15,42,93,2,49,3,0,0,0,11
438,"100年 9月",金門縣,556,304,50,93,65,5,9,5,5,0,0,20
439,"89年 7月",基隆市,"2,155",874,759,139,278,44,48,9,5,0,0,0
440,"100年 9月",連江縣,154,68,59,13,3,0,9,1,1,0,0,0
441,"89年 7月",新竹市,469,267,52,20,17,56,3,0,2,0,0,51
442,"100年 10月",新北市,"35,048","19,858","8,368","3,354","2,094",349,401,134,160,2,0,328
443,"89年 7月",嘉義市,506,119,121,105,48,10,100,0,2,0,0,0
444,"100年 10月",臺北市,"41,158","24,103","14,124","1,359",860,118,246,44,165,0,0,139
445,"89年 7月",金門縣,0,0,0,0,0,0,0,0,0,0,0,0
446,"100年 10月",桃園市,"23,946","13,303","4,046","3,058","1,819",101,337,80,164,3,0,"1,035"
447,"89年 7月",連江縣,0,0,0,0,0,0,0,0,0,0,0,0
448,"100年 10月",臺中市,"25,739","15,104","3,788","2,783","2,435",300,355,96,123,7,0,748
449,"89年 8月",新北市,"4,047","2,394",547,525,264,128,28,8,8,0,0,145
450,"100年 10月",臺南市,"21,524","11,839","6,026","1,692","1,106",166,204,112,83,6,0,290
451,"89年 8月",臺北市,"3,492","2,995",151,218,79,4,0,0,1,0,0,44
452,"100年 10月",高雄市,"36,680","18,862","8,397","4,564","3,317",374,254,135,94,18,0,666
453,"89年 8月",桃園市,"1,688","1,131",290,107,94,20,24,11,5,0,0,6
454,"100年 10月",宜蘭縣,"5,543","2,885","1,083",854,488,101,75,19,20,6,0,13
455,"89年 8月",臺中市,"6,684","3,496","1,253",851,866,62,44,5,9,0,0,97
456,"100年 10月",新竹縣,"5,168","1,824","2,328",568,294,35,58,25,26,1,0,8
457,"89年 8月",臺中市(舊),"3,059","1,721",449,291,464,49,9,0,0,0,0,75
458,"100年 10月",苗栗縣,"5,230","2,574","1,175",675,492,100,79,43,44,8,0,41
459,"89年 8月",臺中縣,"3,625","1,775",804,559,402,13,35,5,9,0,0,22
460,"100年 10月",彰化縣,"10,974","6,200","1,402","1,206","1,278",298,175,79,47,13,0,277
461,"89年 8月",臺南市,"2,946","1,473",520,408,150,58,94,72,1,0,0,170
462,"100年 10月",南投縣,"5,068","2,945",807,733,443,48,30,19,6,2,0,36
463,"89年 8月",臺南市(舊),856,464,142,134,72,9,33,2,0,0,0,0
464,"100年 10月",雲林縣,"4,571","2,257","1,026",497,510,51,97,57,17,16,0,42
465,"89年 8月",臺南縣,"2,090","1,010",379,274,78,49,61,69,1,0,0,170
466,"100年 10月",嘉義縣,"5,411","1,879","1,803",883,407,112,73,22,62,7,0,162
467,"89年 8月",高雄市,"5,573","2,805","1,009",745,813,65,54,31,10,0,0,41
468,"100年 10月",屏東縣,"7,004","3,085","1,919",948,707,85,122,33,19,6,0,80
469,"89年 8月",高雄市(舊),"3,556","1,608",597,545,671,43,23,22,7,0,0,40
470,"100年 10月",臺東縣,"2,058",550,199,722,552,21,4,5,1,1,0,3
471,"89年 8月",高雄縣,"2,018","1,197",412,200,142,22,31,9,3,0,0,1
472,"100年 10月",花蓮縣,"3,257","1,733",564,489,276,28,86,20,39,1,0,21
473,"89年 8月",宜蘭縣,"1,718","1,035",465,84,11,14,42,16,1,0,0,50
474,"100年 10月",澎湖縣,"1,040",548,100,105,214,12,25,10,14,3,0,8
475,"89年 8月",新竹縣,"1,146",398,192,79,19,1,11,3,3,0,0,439
476,"100年 10月",基隆市,"5,549","3,260",593,678,833,45,106,4,23,2,0,5
477,"89年 8月",苗栗縣,"1,017",520,195,139,55,15,37,26,8,0,0,23
478,"100年 10月",新竹市,"4,511","3,126",491,244,337,207,38,40,13,1,0,14
479,"89年 8月",彰化縣,"2,211","1,366",446,203,134,30,21,4,6,0,0,2
480,"100年 10月",嘉義市,"3,065","1,660",806,270,105,41,126,17,23,0,0,17
481,"89年 8月",南投縣,"1,175",553,232,136,204,17,12,2,12,0,0,8
482,"100年 10月",金門縣,538,303,56,85,46,5,8,2,4,0,0,28
483,"89年 8月",雲林縣,"1,182",519,272,233,124,4,9,1,2,0,0,18
484,"100年 10月",連江縣,156,70,60,13,3,0,9,1,1,0,0,0
485,"89年 8月",嘉義縣,924,509,201,114,59,16,18,5,1,0,0,2
486,"100年 11月",新北市,"35,792","19,301","9,228","3,442","2,294",424,449,133,173,2,0,346
487,"89年 8月",屏東縣,671,244,105,92,105,5,9,1,3,0,0,106
488,"100年 11月",臺北市,"41,105","22,874","15,191","1,316",717,112,285,54,272,0,0,284
489,"89年 8月",臺東縣,"1,015",870,41,96,7,0,1,0,0,0,0,0
490,"100年 11月",桃園市,"22,838","13,239","3,800","2,515","1,519",101,327,65,165,2,0,"1,103"
491,"89年 8月",花蓮縣,"1,265",361,667,121,49,38,15,11,2,0,0,1
492,"100年 11月",臺中市,"26,101","15,253","3,940","2,816","2,323",294,348,102,119,6,0,900
493,"89年 8月",澎湖縣,309,127,18,48,84,0,10,0,1,0,0,19
494,"100年 11月",臺南市,"20,316","11,083","5,753","1,669","1,038",150,191,103,84,6,0,239
495,"89年 8月",基隆市,"2,338",992,799,164,280,40,51,6,5,0,0,0
496,"100年 11月",高雄市,"35,222","17,128","7,598","4,600","3,562",419,378,154,165,25,0,"1,195"
497,"89年 8月",新竹市,466,326,36,27,10,32,2,3,2,0,0,29
498,"100年 11月",宜蘭縣,"5,468","2,792","1,099",845,479,100,71,21,19,4,0,36
499,"89年 8月",嘉義市,972,312,482,117,32,19,7,0,2,0,0,0
500,"100年 11月",新竹縣,"5,454","2,250","2,224",495,331,32,60,26,27,0,0,6
501,"89年 8月",金門縣,0,0,0,0,0,0,0,0,0,0,0,0
502,"100年 11月",苗栗縣,"5,216","2,618","1,114",667,494,97,106,42,43,8,0,25
503,"89年 8月",連江縣,0,0,0,0,0,0,0,0,0,0,0,0
504,"100年 11月",彰化縣,"10,935","6,279","1,365","1,195","1,230",290,169,82,43,14,0,268
505,"89年 9月",新北市,"4,877","3,096",652,527,270,95,82,7,16,0,0,130
506,"100年 11月",南投縣,"5,095","2,928",760,750,496,50,37,24,7,2,0,41
507,"89年 9月",臺北市,"4,271","3,149",443,417,261,0,0,0,0,0,0,1
508,"100年 11月",雲林縣,"4,604","2,053","1,194",492,526,46,134,67,17,13,0,62
509,"89年 9月",桃園市,"2,816","1,690",604,273,89,26,113,6,12,0,0,2
510,"100年 11月",嘉義縣,"5,312","1,969","1,670",855,440,100,66,18,46,7,0,142
511,"89年 9月",臺中市,"7,004","3,701","1,219",882,861,66,29,5,10,0,0,230
512,"100年 11月",屏東縣,"6,880","2,983","2,017",885,682,81,94,34,14,4,0,86
513,"89年 9月",臺中市(舊),"3,077","1,644",465,317,391,48,5,0,0,0,0,207
514,"100年 11月",臺東縣,"1,958",606,224,612,430,40,5,6,1,1,0,34
515,"89年 9月",臺中縣,"3,928","2,058",755,565,470,18,25,5,10,0,0,23
516,"100年 11月",花蓮縣,"3,278","1,861",546,438,244,32,89,20,24,1,0,24
517,"89年 9月",臺南市,"3,320","1,729",672,416,171,79,80,26,3,0,0,144
518,"100年 11月",澎湖縣,"1,040",585,91,93,196,17,20,10,12,3,0,12
519,"89年 9月",臺南市(舊),"1,198",655,232,140,92,23,51,4,0,0,0,1
520,"100年 11月",基隆市,"5,510","3,261",574,680,806,46,107,4,24,2,0,6
521,"89年 9月",臺南縣,"2,122","1,074",440,277,79,56,29,22,3,0,0,143
522,"100年 11月",新竹市,"4,643","3,212",424,286,378,205,37,69,17,1,0,15
523,"89年 9月",高雄市,"5,779","2,818","1,114",845,797,78,59,17,11,0,0,41
524,"100年 11月",嘉義市,"3,082","1,617",864,263,97,51,129,17,23,0,0,21
525,"89年 9月",高雄市(舊),"3,684","1,690",619,575,669,51,24,12,6,0,0,38
526,"100年 11月",金門縣,578,325,67,87,54,4,9,1,4,0,0,27
527,"100年 11月",連江縣,150,65,59,13,3,0,8,1,1,0,0,0
528,"89年 9月",高雄縣,"2,095","1,128",495,270,128,27,35,5,5,0,0,3
529,"100年 12月",新北市,"44,229","28,215","8,496","3,191","2,397",391,525,154,195,4,0,662
530,"89年 9月",宜蘭縣,"1,921","1,059",609,102,10,17,49,18,3,0,0,53
531,"100年 12月",臺北市,"42,695","23,546","15,660","1,359",797,147,316,276,328,0,0,264
532,"89年 9月",新竹縣,"1,156",423,200,54,12,0,11,5,3,0,0,446
533,"100年 12月",桃園市,"21,836","13,317","3,508","1,971","1,389",112,318,63,164,3,0,991
534,"89年 9月",苗栗縣,"1,165",562,239,200,47,16,37,18,4,0,0,41
535,"89年 9月",彰化縣,"2,398","1,587",396,249,125,5,29,5,1,0,0,0
536,"100年 12月",臺中市,"26,243","15,216","3,798","2,789","2,478",320,338,107,120,6,0,"1,071"
537,"89年 9月",南投縣,"1,201",590,266,91,177,28,25,4,12,0,0,8
538,"100年 12月",臺南市,"20,427","11,208","5,668","1,673","1,102",164,191,101,80,6,0,234
539,"89年 9月",雲林縣,"1,249",520,331,258,111,5,22,0,1,0,0,1
540,"100年 12月",高雄市,"35,887","17,137","7,930","4,994","3,696",435,395,180,171,25,0,926
541,"89年 9月",嘉義縣,"1,006",547,220,133,63,14,20,7,1,0,0,1
542,"100年 12月",宜蘭縣,"5,460","2,778","1,090",833,504,109,73,20,20,5,0,28
543,"89年 9月",屏東縣,"1,156",555,186,203,77,5,12,2,1,0,0,115
544,"100年 12月",新竹縣,"5,865","2,494","2,356",521,337,34,64,28,27,0,0,6
545,"89年 9月",臺東縣,"1,098",873,61,119,40,0,1,2,0,0,0,1
546,"100年 12月",苗栗縣,"5,399","2,686","1,166",717,522,76,94,43,49,8,0,38
547,"89年 9月",花蓮縣,962,452,190,119,116,47,17,13,6,0,0,1
548,"100年 12月",彰化縣,"11,244","6,240","1,429","1,183","1,253",541,177,77,48,13,0,283
549,"89年 9月",澎湖縣,407,191,22,45,72,1,49,1,3,0,0,23
550,"100年 12月",南投縣,"5,314","3,075",855,743,444,55,47,22,9,3,0,61
551,"89年 9月",基隆市,"1,978",985,326,171,395,42,46,3,7,0,0,4
552,"100年 12月",雲林縣,"5,215","2,249","1,518",559,510,63,177,78,17,13,0,32
553,"89年 9月",新竹市,706,446,97,93,43,2,6,3,3,0,0,12
554,"100年 12月",嘉義縣,"5,549","1,977","1,900",814,430,103,92,16,58,6,0,153
555,"100年 12月",屏東縣,"6,912","2,909","1,851",955,879,96,84,33,16,4,0,84
556,"89年 9月",嘉義市,"1,120",452,508,102,34,12,8,1,3,0,0,0
557,"100年 12月",臺東縣,"2,140",639,198,712,512,49,6,7,1,1,0,16
558,"89年 9月",金門縣,0,0,0,0,0,0,0,0,0,0,0,0
559,"100年 12月",花蓮縣,"3,292","1,747",583,506,300,28,56,21,10,0,0,40
560,"89年 9月",連江縣,0,0,0,0,0,0,0,0,0,0,0,0
561,"100年 12月",澎湖縣,"1,063",589,97,108,190,14,22,12,12,3,0,17
562,"89年 10月",新北市,"4,943","3,226",737,497,242,124,38,10,12,0,0,58
563,"100年 12月",基隆市,"5,405","3,232",522,677,782,52,105,4,22,2,0,8
564,"89年 10月",臺北市,"3,697","2,472",447,477,147,145,3,0,3,0,0,2
565,"100年 12月",新竹市,"4,777","3,467",385,263,299,220,42,63,21,1,0,16
566,"89年 10月",桃園市,"3,249","1,556",430,262,95,41,119,11,6,0,0,730
567,"100年 12月",嘉義市,"3,152","1,628",900,291,117,34,128,17,23,0,0,13
568,"89年 10月",臺中市,"7,185","3,499","1,208",835,781,72,45,7,7,0,0,730
569,"100年 12月",金門縣,588,336,64,85,59,9,9,1,5,0,0,22
570,"89年 10月",臺中市(舊),"3,458","1,560",432,312,407,48,10,1,0,0,0,687
571,"100年 12月",連江縣,153,67,59,13,3,0,8,1,1,0,0,0
572,"89年 10月",臺中縣,"3,727","1,939",775,523,374,24,35,6,7,0,0,43
573,101年,新北市,"495,112","276,164","108,730","43,763","30,810","6,042","7,020","2,202","2,366",111,0,"17,903"
574,"89年 10月",臺南市,"4,198","1,666",728,"1,167",199,89,108,77,5,0,0,158
575,101年,臺北市,"478,629","280,388","162,125","15,110","10,999","1,729","2,916","1,144","2,585",2,0,"1,631"
576,"89年 10月",臺南市(舊),"1,929",604,277,856,104,29,55,5,0,0,0,1
577,101年,桃園市,"302,004","170,753","57,078","31,573","20,398","1,509","3,294","1,276","1,356",29,0,"14,738"
578,"89年 10月",臺南縣,"2,269","1,063",452,311,95,60,53,72,5,0,0,157
579,101年,臺中市,"350,259","203,108","57,603","37,282","32,162","2,739","4,871","1,473","1,834",141,0,"9,045"
580,"89年 10月",高雄市,"5,650","2,615","1,102",853,855,75,61,30,13,0,0,46
581,101年,臺南市,"252,499","144,983","67,306","19,276","12,848","1,448","1,985","1,089",868,68,0,"2,629"
582,"89年 10月",高雄市(舊),"3,587","1,514",642,592,688,48,29,22,9,0,0,44
583,101年,高雄市,"404,315","194,333","79,090","61,328","39,704","5,364","6,038","1,419","2,629",141,0,"14,268"
584,"89年 10月",高雄縣,"2,063","1,101",460,261,166,27,32,8,4,0,0,3
585,101年,宜蘭縣,"66,309","34,285","13,257","9,868","6,122","1,223",752,222,215,61,0,303
586,"89年 10月",宜蘭縣,"2,205","1,097",862,102,20,15,42,19,1,0,0,47
587,101年,新竹縣,"65,611","26,913","25,270","6,361","4,931",426,793,352,397,5,0,161
588,"89年 10月",新竹縣,"1,784",584,"1,101",58,14,1,12,3,3,0,0,9
589,101年,苗栗縣,"67,824","34,310","14,695","8,866","5,593","1,276","1,357",473,436,85,0,733
