序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
371,"100年 8月",彰化縣,"38,805","22,220",565,"11,629","4,391",0.96
372,"90年 6月",雲林縣,"20,476","19,098",0,"1,378",0,0.92
373,"100年 8月",南投縣,"14,987","7,798",96,"5,361","1,733",0.923
374,"90年 6月",嘉義縣,"15,421","14,514",0,907,0,0.917
375,"100年 8月",雲林縣,"16,309","10,414",186,"4,403","1,306",0.736
376,"90年 6月",屏東縣,"28,431","27,303",0,"1,128",0,1.047
377,"100年 8月",嘉義縣,"15,985","9,729",301,"5,123",833,0.956
378,"90年 6月",臺東縣,"9,088","7,834",0,"1,254",0,1.264
379,"100年 8月",屏東縣,"22,804","14,112",509,"6,906","1,277",0.848
380,"90年 6月",花蓮縣,"14,465","13,565",0,899,0,1.376
381,"100年 8月",臺東縣,"6,941","3,884",136,"2,333",588,0.978
382,"90年 6月",澎湖縣,"3,653","3,327",0,325,0,1.35
383,"100年 8月",花蓮縣,"8,961","4,552",156,"3,452",801,0.857
384,"90年 6月",基隆市,"11,660","9,729",0,"1,931",0,0.998
385,"100年 8月",澎湖縣,"3,093","1,663",75,"1,005",350,1.032
386,"90年 6月",新竹市,"12,863","11,466",0,"1,397",0,1.156
387,"100年 8月",基隆市,"12,248","5,707",223,"5,293","1,024",1.036
388,"90年 6月",嘉義市,"9,265","9,028",0,237,0,1.158
389,"100年 8月",新竹市,"12,957","6,116",412,"5,191","1,237",1.001
390,"90年 6月",金門縣,"2,000","1,881",0,118,0,1.199
391,"100年 8月",嘉義市,"8,196","3,854",275,"3,160",907,0.972
392,"90年 6月",連江縣,0,0,0,0,0,0
393,"100年 8月",金門縣,"1,674",962,45,519,148,0.536
394,"90年 7月",新北市,"108,200","103,175",0,"5,025",0,0.972
395,"100年 8月",連江縣,521,215,49,157,100,1.682
396,"90年 7月",臺北市,"69,876","65,245",0,"4,631",0,0.854
397,"100年 9月",新北市,"81,571","33,292","2,637","30,763","14,879",0.696
398,"90年 7月",桃園市,"56,597","53,407",0,"3,190",0,1.048
399,"100年 9月",臺北市,"80,854","30,879","1,347","41,143","7,485",1.021
400,"90年 7月",臺中市,"59,515","50,909",0,"8,606",0,0.777
401,"100年 9月",桃園市,"56,023","24,201",708,"23,185","7,929",0.929
402,"90年 7月",臺中市(舊),"20,638","15,979",0,"4,659",0,0.684
403,"100年 9月",臺中市,"66,741","33,874","1,411","25,668","5,788",0.837
404,"90年 7月",臺中縣,"38,877","34,930",0,"3,947",0,0.838
405,"100年 9月",臺南市,"52,536","24,809","1,036","21,450","5,241",0.934
406,"90年 7月",臺南市,"55,180","50,319",0,"4,861",0,0.965
407,"100年 9月",高雄市,"81,417","38,147","1,265","36,218","5,787",0.979
408,"90年 7月",臺南市(舊),"23,749","20,848",0,"2,901",0,1.037
409,"100年 9月",宜蘭縣,"14,197","5,701",324,"5,573","2,599",1.03
410,"90年 7月",臺南縣,"31,431","29,470",0,"1,961",0,0.916
411,"100年 9月",新竹縣,"13,760","7,521",27,"5,050","1,161",0.888
412,"90年 7月",高雄市,"83,611","76,826",0,"6,786",0,0.991
413,"100年 9月",苗栗縣,"13,992","7,360",212,"5,436",984,0.831
414,"90年 7月",高雄市(舊),"48,011","43,834",0,"4,177",0,1.037
415,"100年 9月",彰化縣,"36,008","19,353",519,"11,766","4,371",0.921
416,"90年 7月",高雄縣,"35,600","32,991",0,"2,609",0,0.936
417,"100年 9月",南投縣,"14,270","7,501",178,"4,901","1,691",0.908
418,"90年 7月",宜蘭縣,"15,024","13,607",0,"1,417",0,1.04
419,"100年 9月",雲林縣,"16,555","10,219",191,"4,924","1,221",0.772
420,"90年 7月",新竹縣,"14,337","13,163",0,"1,175",0,1.052
421,"100年 9月",嘉義縣,"15,997","9,421",306,"5,464",805,0.989
422,"90年 7月",苗栗縣,"16,613","15,508",0,"1,105",0,0.977
423,"100年 9月",屏東縣,"22,826","13,838",485,"7,222","1,281",0.878
424,"90年 7月",彰化縣,"33,001","31,257",0,"1,744",0,0.813
425,"100年 9月",臺東縣,"6,709","3,807",139,"2,100",663,0.978
426,"90年 7月",南投縣,"13,348","12,604",0,744,0,0.801
427,"100年 9月",花蓮縣,"8,866","4,529",124,"3,444",769,0.877
428,"90年 7月",雲林縣,"20,926","19,370",0,"1,555",0,0.91
429,"100年 9月",澎湖縣,"3,106","1,576",74,"1,128",327,1.071
430,"90年 7月",嘉義縣,"15,275","14,349",0,926,0,0.886
431,"100年 9月",基隆市,"12,205","5,526",249,"5,396","1,034",1.068
432,"90年 7月",屏東縣,"28,979","27,571",0,"1,408",0,1.032
433,"100年 9月",新竹市,"12,711","6,066",341,"5,091","1,213",1.013
434,"90年 7月",臺東縣,"8,815","7,635",0,"1,181",0,1.187
435,"100年 9月",嘉義市,"8,788","4,435",282,"3,181",891,1.078
436,"90年 7月",花蓮縣,"19,014","18,100",0,913,0,1.753
437,"100年 9月",金門縣,"1,796","1,060",36,556,144,0.589
438,"90年 7月",澎湖縣,"3,321","2,926",0,395,0,1.182
439,"100年 9月",連江縣,486,191,52,154,89,1.615
440,"90年 7月",基隆市,"12,018","9,662",0,"2,357",0,0.994
441,"100年 10月",新北市,"86,507","33,649","2,532","35,048","15,277",0.714
442,"90年 7月",新竹市,"12,824","11,387",0,"1,438",0,1.115
443,"100年 10月",臺北市,"81,257","31,073","1,289","41,158","7,737",0.992
444,"90年 7月",嘉義市,"9,775","9,541",0,233,0,1.18
445,"100年 10月",桃園市,"55,436","23,193",695,"23,946","7,602",0.889
446,"90年 7月",金門縣,"1,842","1,748",0,93,0,1.065
447,"100年 10月",臺中市,"64,381","31,750","1,154","25,739","5,737",0.781
448,"90年 7月",連江縣,0,0,0,0,0,0
449,"100年 10月",臺南市,"51,194","22,802","1,352","21,524","5,515",0.88
450,"90年 8月",新北市,"103,163","98,075",0,"5,088",0,0.926
451,"100年 10月",高雄市,"81,978","37,464","1,230","36,680","6,603",0.954
452,"90年 8月",臺北市,"67,898","62,687",0,"5,211",0,0.83
453,"100年 10月",宜蘭縣,"13,983","5,464",363,"5,543","2,612",0.982
454,"90年 8月",桃園市,"54,057","50,797",0,"3,260",0,0.996
455,"100年 10月",新竹縣,"13,911","7,573",16,"5,168","1,154",0.868
456,"90年 8月",臺中市,"66,331","56,831",0,"9,500",0,0.874
457,"100年 10月",苗栗縣,"13,451","7,108",141,"5,230",973,0.773
458,"90年 8月",臺中市(舊),"24,149","18,851",0,"5,298",0,0.799
459,"100年 10月",彰化縣,"34,184","18,248",609,"10,974","4,352",0.846
460,"90年 8月",臺中縣,"42,182","37,980",0,"4,202",0,0.924
461,"100年 10月",南投縣,"14,022","7,038",181,"5,068","1,734",0.864
462,"90年 8月",臺南市,"54,448","49,125",0,"5,323",0,0.953
463,"100年 10月",雲林縣,"15,844","9,758",240,"4,571","1,275",0.716
464,"90年 8月",臺南市(舊),"23,214","20,023",0,"3,191",0,1.016
465,"100年 10月",嘉義縣,"15,961","9,378",329,"5,411",843,0.956
466,"90年 8月",臺南縣,"31,234","29,102",0,"2,132",0,0.911
467,"100年 10月",屏東縣,"21,484","12,780",417,"7,004","1,283",0.8
468,"90年 8月",高雄市,"78,439","71,508",0,"6,931",0,0.93
469,"100年 10月",臺東縣,"6,330","3,571",105,"2,058",596,0.893
470,"90年 8月",高雄市(舊),"43,162","38,826",0,"4,336",0,0.932
471,"100年 10月",花蓮縣,"8,539","4,517",121,"3,257",644,0.818
472,"90年 8月",高雄縣,"35,277","32,682",0,"2,595",0,0.927
473,"100年 10月",澎湖縣,"2,939","1,507",76,"1,040",316,0.979
474,"90年 8月",宜蘭縣,"14,230","12,915",0,"1,314",0,0.985
475,"100年 10月",基隆市,"12,316","5,507",250,"5,549","1,010",1.044
476,"90年 8月",新竹縣,"13,328","12,234",0,"1,093",0,0.977
477,"100年 10月",新竹市,"12,007","6,162",218,"4,511","1,116",0.925
478,"90年 8月",苗栗縣,"17,595","16,445",0,"1,150",0,1.033
479,"100年 10月",嘉義市,"8,365","4,090",319,"3,065",891,0.993
480,"90年 8月",彰化縣,"34,792","33,044",0,"1,748",0,0.857
481,"100年 10月",金門縣,"1,623",908,43,538,135,0.511
482,"90年 8月",南投縣,"14,045","13,007",0,"1,038",0,0.843
483,"100年 10月",連江縣,558,192,47,156,162,1.786
484,"90年 8月",雲林縣,"20,208","18,904",0,"1,304",0,0.879
485,"100年 11月",新北市,"85,520","32,334","2,842","35,792","14,552",0.729
486,"90年 8月",嘉義縣,"14,805","13,879",0,926,0,0.858
487,"100年 11月",臺北市,"79,462","29,684","1,173","41,105","7,500",1.001
488,"90年 8月",屏東縣,"26,889","25,827",0,"1,062",0,0.958
489,"100年 11月",桃園市,"44,390","13,195",642,"22,838","7,714",0.736
490,"90年 8月",臺東縣,"9,263","7,938",0,"1,326",0,1.248
491,"100年 11月",臺中市,"64,365","31,474","1,206","26,101","5,583",0.806
492,"90年 8月",花蓮縣,"18,870","17,730",0,"1,140",0,1.739
493,"100年 11月",臺南市,"49,086","22,004","1,262","20,316","5,504",0.872
494,"90年 8月",澎湖縣,"2,948","2,579",0,369,0,1.046
495,"100年 11月",高雄市,"77,983","35,197","1,167","35,222","6,397",0.937
496,"90年 8月",基隆市,"11,859","9,589",0,"2,271",0,0.98
497,"100年 11月",宜蘭縣,"13,583","5,192",350,"5,468","2,574",0.986
498,"90年 8月",新竹市,"12,477","11,036",0,"1,440",0,1.083
499,"100年 11月",新竹縣,"13,968","7,327",22,"5,454","1,166",0.9
500,"90年 8月",嘉義市,"10,156","9,621",0,535,0,1.223
501,"100年 11月",苗栗縣,"13,704","7,229",127,"5,216","1,132",0.813
502,"90年 8月",金門縣,"2,046","1,864",0,181,0,1.175
503,"100年 11月",彰化縣,"33,955","18,356",367,"10,935","4,297",0.869
504,"90年 8月",連江縣,0,0,0,0,0,0
505,"100年 11月",南投縣,"14,028","6,999",259,"5,095","1,674",0.894
506,"90年 9月",新北市,"103,835","99,321",0,"4,514",0,0.962
507,"100年 11月",雲林縣,"16,010","9,947",220,"4,604","1,239",0.748
508,"90年 9月",臺北市,"188,111","184,477",0,"3,635",0,2.379
509,"100年 11月",嘉義縣,"15,605","9,096",293,"5,312",905,0.966
510,"90年 9月",桃園市,"59,340","56,363",0,"2,977",0,1.128
511,"100年 11月",屏東縣,"20,853","12,302",378,"6,880","1,293",0.803
512,"90年 9月",臺中市,"58,130","48,870",0,"9,261",0,0.799
513,"100年 11月",臺東縣,"6,054","3,419",104,"1,958",573,0.883
514,"90年 9月",臺中市(舊),"19,693","14,917",0,"4,776",0,0.673
515,"100年 11月",花蓮縣,"8,230","4,181",108,"3,278",662,0.814
516,"90年 9月",臺中縣,"38,437","33,952",0,"4,485",0,0.884
517,"100年 11月",澎湖縣,"2,869","1,447",71,"1,040",311,0.986
518,"90年 9月",臺南市,"59,828","54,129",0,"5,699",0,1.083
519,"100年 11月",基隆市,"11,908","5,187",228,"5,510",983,1.043
520,"90年 9月",臺南市(舊),"23,388","19,888",0,"3,500",0,1.061
521,"100年 11月",新竹市,"11,771","5,826",221,"4,643","1,081",0.936
522,"90年 9月",臺南縣,"36,440","34,241",0,"2,199",0,1.098
523,"100年 11月",嘉義市,"8,534","4,011",575,"3,082",867,1.047
524,"90年 9月",高雄市,"74,099","67,309",0,"6,790",0,0.907
525,"100年 11月",金門縣,"1,679",933,34,578,134,0.543
526,"90年 9月",高雄市(舊),"41,776","37,429",0,"4,347",0,0.933
527,"100年 11月",連江縣,558,192,50,150,166,1.843
528,"90年 9月",高雄縣,"32,323","29,881",0,"2,443",0,0.876
529,"100年 12月",新北市,"97,087","35,669","2,985","44,229","14,204",0.8
530,"90年 9月",宜蘭縣,"13,747","12,592",0,"1,155",0,0.984
531,"100年 12月",臺北市,"83,829","32,337","1,336","42,695","7,461",1.021
532,"90年 9月",新竹縣,"15,026","14,038",0,988,0,1.136
533,"100年 12月",桃園市,"61,433","31,748",486,"21,836","7,362",0.985
534,"90年 9月",苗栗縣,"17,787","16,652",0,"1,135",0,1.078
535,"100年 12月",臺中市,"65,485","32,592","1,261","26,243","5,389",0.793
536,"90年 9月",彰化縣,"31,926","29,996",0,"1,930",0,0.813
537,"100年 12月",臺南市,"49,540","22,291","1,169","20,427","5,653",0.851
538,"90年 9月",南投縣,"12,843","11,875",0,967,0,0.801
539,"100年 12月",高雄市,"78,590","35,394","1,087","35,887","6,222",0.914
540,"90年 9月",雲林縣,"19,970","18,680",0,"1,290",0,0.898
541,"100年 12月",宜蘭縣,"13,469","5,122",329,"5,460","2,558",0.946
542,"90年 9月",嘉義縣,"15,250","14,294",0,956,0,0.904
543,"100年 12月",新竹縣,"14,616","7,582",35,"5,865","1,135",0.911
544,"90年 9月",屏東縣,"25,980","24,898",0,"1,082",0,0.956
545,"100年 12月",苗栗縣,"13,621","7,160",143,"5,399",919,0.782
546,"90年 9月",臺東縣,"8,702","7,525",0,"1,176",0,1.21
547,"100年 12月",彰化縣,"34,618","18,399",563,"11,244","4,412",0.857
548,"90年 9月",花蓮縣,"13,328","12,238",0,"1,090",0,1.267
549,"90年 9月",澎湖縣,"2,821","2,516",0,305,0,1.031
550,"100年 12月",南投縣,"14,440","7,118",273,"5,314","1,735",0.891
551,"90年 9月",基隆市,"10,397","8,901",0,"1,496",0,0.888
552,"100年 12月",雲林縣,"16,421","9,778",215,"5,215","1,213",0.742
553,"90年 9月",新竹市,"13,057","11,497",0,"1,560",0,1.17
554,"100年 12月",嘉義縣,"15,378","8,673",264,"5,549",892,0.922
555,"90年 9月",嘉義市,"9,285","9,023",0,261,0,1.155
556,"100年 12月",屏東縣,"20,953","12,437",310,"6,912","1,294",0.782
557,"90年 9月",金門縣,"1,974","1,848",0,126,0,1.164
558,"100年 12月",臺東縣,"6,516","3,658",102,"2,140",616,0.92
559,"90年 9月",連江縣,0,0,0,0,0,0
560,"100年 12月",花蓮縣,"8,462","4,424",144,"3,292",602,0.81
561,"90年 10月",新北市,"103,522","98,135",0,"5,387",0,0.929
562,"100年 12月",澎湖縣,"2,859","1,404",73,"1,063",318,0.949
563,"90年 10月",臺北市,"129,355","124,260",0,"5,095",0,1.584
564,"100年 12月",基隆市,"12,042","5,386",261,"5,405",990,1.022
565,"90年 10月",桃園市,"53,666","50,141",0,"3,525",0,0.986
566,"100年 12月",新竹市,"12,027","5,914",221,"4,777","1,115",0.924
567,"90年 10月",臺中市,"59,158","49,564",0,"9,593",0,0.786
568,"100年 12月",嘉義市,"8,400","3,922",455,"3,152",871,0.998
569,"90年 10月",臺中市(舊),"21,146","15,538",0,"5,608",0,0.698
570,"100年 12月",金門縣,"1,671",917,30,588,135,0.52
571,"90年 10月",臺中縣,"38,012","34,026",0,"3,985",0,0.845
572,"100年 12月",連江縣,593,198,52,153,190,1.893
573,"90年 10月",臺南市,"54,848","48,733",0,"6,115",0,0.961
574,101年,新北市,"1,111,862","420,150","32,691","495,112","163,910",0.773
575,"90年 10月",臺南市(舊),"24,268","20,568",0,"3,700",0,1.065
576,101年,臺北市,"843,699","261,524","15,478","478,629","88,067",0.866
577,"90年 10月",臺南縣,"30,580","28,165",0,"2,415",0,0.892
578,101年,桃園市,"714,860","298,916","6,367","302,004","107,573",0.966
579,101年,臺中市,"832,013","391,170","14,954","350,259","75,630",0.85
580,"90年 10月",高雄市,"70,873","63,981",0,"6,892",0,0.839
581,101年,臺南市,"599,453","267,065","12,023","252,499","67,866",0.872
582,"90年 10月",高雄市(舊),"38,759","34,540",0,"4,219",0,0.837
583,"90年 10月",高雄縣,"32,114","29,442",0,"2,673",0,0.842
584,101年,高雄市,"953,586","445,432","13,030","404,315","90,809",0.938
585,"90年 10月",宜蘭縣,"13,747","12,486",0,"1,261",0,0.952
586,101年,宜蘭縣,"165,589","64,177","4,084","66,309","31,019",0.986
587,"90年 10月",新竹縣,"12,516","11,856",0,660,0,0.916
588,101年,新竹縣,"174,708","94,005",600,"65,611","14,492",0.917
589,"90年 10月",苗栗縣,"15,982","14,830",0,"1,152",0,0.937
590,101年,苗栗縣,"171,780","89,907","2,164","67,824","11,886",0.834
591,"90年 10月",彰化縣,"31,349","29,392",0,"1,957",0,0.772
592,101年,彰化縣,"429,744","210,744","7,073","153,262","58,665",0.902
593,"90年 10月",南投縣,"12,520","11,537",0,983,0,0.757
594,101年,南投縣,"177,020","87,063","2,773","65,991","21,193",0.927
595,"90年 10月",雲林縣,"19,950","18,629",0,"1,321",0,0.868
596,101年,雲林縣,"202,484","122,745","2,594","61,426","15,718",0.777
597,"90年 10月",嘉義縣,"14,015","12,971",0,"1,044",0,0.804
598,101年,嘉義縣,"188,747","109,131","3,003","64,585","12,028",0.962
599,101年,屏東縣,"259,621","151,681","5,462","86,894","15,584",0.823
600,"90年 10月",屏東縣,"26,581","25,574",0,"1,007",0,0.946
601,"90年 10月",臺東縣,"8,833","7,503",0,"1,331",0,1.187
602,101年,臺東縣,"79,511","44,528","2,048","26,209","6,726",0.956
603,"90年 10月",花蓮縣,"13,553","12,299",0,"1,254",0,1.247
604,101年,花蓮縣,"102,760","54,133",611,"39,584","8,432",0.836
605,"90年 10月",澎湖縣,"2,894","2,589",0,305,0,1.018
606,101年,澎湖縣,"32,183","15,725",482,"12,124","3,853",0.897
607,"90年 10月",基隆市,"11,041","8,983",0,"2,058",0,0.912
608,101年,基隆市,"147,367","66,085","3,318","64,836","13,128",1.064
609,"90年 10月",新竹市,"12,219","10,653",0,"1,566",0,1.059
610,101年,新竹市,"156,920","77,850","3,070","62,909","13,091",1.015
611,101年,嘉義市,"97,837","46,114","3,628","37,471","10,624",0.985
612,"90年 10月",嘉義市,"8,920","8,636",0,284,0,1.074
613,101年,金門縣,"20,906","11,441",392,"7,315","1,759",0.526
614,"90年 10月",金門縣,"1,839","1,726",0,113,0,1.047
615,101年,連江縣,"7,920","2,537",401,"2,492","2,489",2.021
616,"90年 10月",連江縣,0,0,0,0,0,0
617,"90年 11月",新北市,"104,292","99,154",0,"5,137",0,0.966
618,"101年 1月",新北市,"110,305","43,988","4,249","48,009","14,059",0.908
619,"101年 1月",臺北市,"76,247","25,227","1,230","42,477","7,312",0.927
620,"90年 11月",臺北市,"88,312","84,061",0,"4,251",0,1.117
621,"101年 1月",桃園市,"62,208","28,329",678,"25,207","7,995",0.997
622,"90年 11月",桃園市,"50,434","47,333",0,"3,102",0,0.956
623,"90年 11月",臺中市,"55,204","46,265",0,"8,939",0,0.75
624,"101年 1月",臺中市,"74,754","38,395","1,338","29,147","5,875",0.905
625,"90年 11月",臺中市(舊),"19,560","14,272",0,"5,289",0,0.667
626,"101年 1月",臺南市,"52,497","24,004","1,166","21,517","5,809",0.902
627,"101年 1月",高雄市,"81,967","38,143","1,198","35,853","6,773",0.953
628,"90年 11月",臺中縣,"35,644","31,993",0,"3,650",0,0.805
629,"101年 1月",宜蘭縣,"15,993","6,781",448,"6,120","2,644",1.124
630,"90年 11月",臺南市,"48,943","42,832",0,"6,110",0,0.886
631,"101年 1月",新竹縣,"16,320","8,914",92,"6,159","1,156",1.017
632,"90年 11月",臺南市(舊),"21,044","17,187",0,"3,857",0,0.954
633,"90年 11月",臺南縣,"27,899","25,645",0,"2,254",0,0.84
634,"101年 1月",苗栗縣,"15,902","8,999",181,"5,756",967,0.913
635,"101年 1月",彰化縣,"39,645","22,562",835,"11,720","4,528",0.982
636,"90年 11月",高雄市,"64,773","58,782",0,"5,991",0,0.793
637,"101年 1月",南投縣,"16,667","8,977",299,"5,660","1,731",1.029
638,"90年 11月",高雄市(舊),"35,079","31,871",0,"3,208",0,0.783
639,"90年 11月",高雄縣,"29,694","26,911",0,"2,784",0,0.804
640,"101年 1月",雲林縣,"19,193","12,112",307,"5,617","1,156",0.868
641,"101年 1月",嘉義縣,"17,598","10,614",370,"5,673",941,1.056
642,"90年 11月",宜蘭縣,"13,041","11,827",0,"1,214",0,0.933
643,"101年 1月",屏東縣,"23,420","14,045",699,"7,233","1,443",0.874
644,"90年 11月",新竹縣,"12,150","11,453",0,697,0,0.917
645,"101年 1月",臺東縣,"7,139","4,297",157,"2,058",627,1.009
646,"90年 11月",苗栗縣,"15,024","13,862",0,"1,162",0,0.909
647,"90年 11月",彰化縣,"29,802","28,228",0,"1,574",0,0.758
648,"101年 1月",花蓮縣,"9,879","5,437",109,"3,666",667,0.946
649,"90年 11月",南投縣,"11,339","10,454",0,885,0,0.705
650,"101年 1月",澎湖縣,"2,848","1,425",58,"1,026",340,0.945
651,"90年 11月",雲林縣,"18,990","17,712",0,"1,277",0,0.853
652,"101年 1月",基隆市,"14,087","6,680",441,"5,960","1,006",1.196
653,"90年 11月",嘉義縣,"12,346","11,309",0,"1,037",0,0.731
654,"101年 1月",新竹市,"14,286","7,522",156,"5,385","1,222",1.097
655,"90年 11月",屏東縣,"25,382","24,375",0,"1,007",0,0.933
656,"101年 1月",嘉義市,"9,205","4,793",190,"3,310",911,1.094
657,"90年 11月",臺東縣,"8,225","7,159",0,"1,065",0,1.141
658,"101年 1月",金門縣,"1,830","1,081",23,575,152,0.567
659,"101年 1月",連江縣,598,236,42,163,156,1.906
660,"90年 11月",花蓮縣,"12,563","11,276",0,"1,287",0,1.195
661,"90年 11月",澎湖縣,"2,670","2,369",0,301,0,0.969
662,"101年 2月",新北市,"85,204","31,638","2,058","38,271","13,237",0.75
663,"90年 11月",基隆市,"10,315","8,790",0,"1,524",0,0.88
664,"101年 2月",臺北市,"66,644","20,266",944,"38,731","6,703",0.866
665,"90年 11月",新竹市,"11,347","9,674",0,"1,673",0,1.015
666,"101年 2月",桃園市,"59,284","25,471",460,"25,241","8,112",1.015
667,"90年 11月",嘉義市,"8,316","7,954",0,362,0,1.034
668,"101年 2月",臺中市,"60,054","27,961","1,306","24,687","6,100",0.777
669,"90年 11月",金門縣,"1,879","1,661",0,218,0,1.103
670,"101年 2月",臺南市,"48,860","22,005",862,"20,336","5,657",0.898
671,"90年 11月",連江縣,0,0,0,0,0,0
672,"101年 2月",高雄市,"77,132","36,442",987,"33,394","6,309",0.959
673,"90年 12月",新北市,"106,967","101,930",0,"5,037",0,0.96
