序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
681,"90年 12月",臺中市(舊),"20,463","14,866",0,"5,597",0,0.674
682,"101年 2月",南投縣,"14,032","6,649",139,"5,608","1,636",0.926
683,"90年 12月",臺中縣,"36,376","32,683",0,"3,693",0,0.782
684,"101年 2月",雲林縣,"15,498","9,268",174,"5,004","1,051",0.749
685,"90年 12月",臺南市,"51,148","45,168",0,"5,980",0,0.896
686,"101年 2月",嘉義縣,"15,123","8,502",195,"5,488",938,0.97
687,"90年 12月",臺南市(舊),"22,098","18,306",0,"3,791",0,0.97
688,"101年 2月",屏東縣,"19,804","11,789",225,"6,542","1,248",0.791
689,"90年 12月",臺南縣,"29,050","26,861",0,"2,189",0,0.847
690,"101年 2月",臺東縣,"6,412","3,682",97,"2,077",557,0.97
691,"90年 12月",高雄市,"69,511","63,547",0,"5,964",0,0.823
692,"101年 2月",花蓮縣,"7,890","4,092",47,"3,062",689,0.808
693,"90年 12月",高雄市(舊),"38,185","35,000",0,"3,186",0,0.824
694,"101年 2月",澎湖縣,"2,465","1,114",47,"1,017",287,0.874
695,"90年 12月",高雄縣,"31,326","28,547",0,"2,779",0,0.821
696,"101年 2月",基隆市,"11,024","4,775",253,"5,010",986,1.001
697,"90年 12月",宜蘭縣,"13,490","12,410",0,"1,080",0,0.934
698,"101年 2月",新竹市,"10,953","5,594",128,"4,020","1,211",0.898
699,"101年 2月",嘉義市,"8,024","3,670",281,"3,102",971,1.019
700,"90年 12月",新竹縣,"11,793","11,181",0,612,0,0.859
701,"101年 2月",金門縣,"1,587",883,20,545,139,0.521
702,"90年 12月",苗栗縣,"15,673","14,531",0,"1,142",0,0.917
703,"101年 2月",連江縣,587,201,51,175,161,1.997
704,"90年 12月",彰化縣,"31,035","29,216",0,"1,819",0,0.763
705,"101年 3月",新北市,"93,923","36,372","2,373","41,551","13,627",0.773
706,"90年 12月",南投縣,"12,067","11,106",0,961,0,0.746
707,"90年 12月",雲林縣,"19,582","18,242",0,"1,340",0,0.851
708,"101年 3月",臺北市,"71,475","23,183","1,230","39,491","7,572",0.868
709,"90年 12月",嘉義縣,"14,204","13,235",0,969,0,0.814
710,"101年 3月",桃園市,"61,744","26,490",530,"25,773","8,950",0.988
711,"90年 12月",屏東縣,"26,096","25,149",0,947,0,0.928
712,"101年 3月",臺中市,"69,067","33,728","1,299","27,700","6,340",0.835
713,"90年 12月",臺東縣,"8,327","7,153",0,"1,174",0,1.118
714,"101年 3月",臺南市,"49,960","22,502",989,"20,795","5,674",0.858
715,"90年 12月",花蓮縣,"13,239","11,871",0,"1,368",0,1.234
716,"101年 3月",高雄市,"80,662","38,564","1,021","34,226","6,851",0.938
717,"90年 12月",澎湖縣,"2,775","2,411",0,364,0,0.974
718,"101年 3月",宜蘭縣,"13,491","5,239",330,"5,382","2,539",0.949
719,"90年 12月",基隆市,"10,669","9,195",0,"1,474",0,0.881
720,"101年 3月",新竹縣,"14,162","7,789",24,"5,143","1,206",0.881
721,"90年 12月",新竹市,"12,120","10,446",0,"1,674",0,1.048
722,"101年 3月",苗栗縣,"14,250","7,394",133,"5,754",969,0.818
723,"90年 12月",嘉義市,"8,886","8,401",0,486,0,1.069
724,"101年 3月",彰化縣,"34,875","17,639",530,"12,118","4,588",0.864
725,"90年 12月",金門縣,"1,826","1,635",0,191,0,1.034
726,"101年 3月",南投縣,"14,566","6,990",224,"5,648","1,704",0.9
727,"90年 12月",連江縣,0,0,0,0,0,0
728,"101年 3月",雲林縣,"16,163","10,093",232,"4,693","1,145",0.731
729,91年,新北市,"1,372,305","1,291,157",0,"81,148",0,1.059
730,"101年 3月",嘉義縣,"15,658","8,975",275,"5,457",950,0.941
731,91年,臺北市,"963,281","741,890",0,"221,391",0,1
732,"101年 3月",屏東縣,"21,156","12,581",305,"6,988","1,282",0.791
733,91年,桃園市,"612,320","559,639",0,"52,681",0,0.944
734,"101年 3月",臺東縣,"6,318","3,632",104,"2,048",533,0.894
735,91年,臺中市,"679,404","558,574",0,"120,831",0,0.755
736,"101年 3月",花蓮縣,"8,507","4,522",64,"3,187",733,0.815
737,91年,臺中市(舊),"246,635","179,098",0,"67,537",0,0.685
738,"101年 3月",澎湖縣,"2,588","1,236",18,"1,031",303,0.857
739,91年,臺中縣,"432,770","379,476",0,"53,294",0,0.801
740,"101年 3月",基隆市,"12,234","5,614",317,"5,292","1,010",1.041
741,91年,臺南市,"660,343","582,488",0,"77,855",0,0.981
742,"101年 3月",新竹市,"13,090","6,323",155,"5,367","1,245",1.003
743,91年,臺南市(舊),"285,955","240,651",0,"45,304",0,1.062
744,"101年 3月",嘉義市,"8,356","3,905",368,"3,199",884,0.993
745,91年,臺南縣,"374,388","341,837",0,"32,551",0,0.926
746,"101年 3月",金門縣,"1,610",904,32,530,144,0.491
747,91年,高雄市,"899,180","802,291",0,"96,890",0,0.901
748,"101年 3月",連江縣,618,208,32,192,185,1.968
749,91年,高雄市(舊),"504,272","444,058",0,"60,214",0,0.92
750,"101年 4月",新北市,"91,407","34,759","2,516","40,268","13,865",0.777
751,91年,高雄縣,"394,909","358,233",0,"36,676",0,0.879
752,"101年 4月",臺北市,"67,873","19,589","1,113","39,690","7,481",0.851
753,91年,宜蘭縣,"158,860","139,844",0,"19,016",0,0.936
754,"101年 4月",桃園市,"57,985","23,373",511,"25,317","8,784",0.958
755,91年,新竹縣,"144,280","135,002",0,"9,278",0,0.885
756,"101年 4月",臺中市,"66,688","31,745","1,105","27,469","6,368",0.833
757,91年,苗栗縣,"189,471","172,913",0,"16,558",0,0.941
758,"101年 4月",臺南市,"49,388","22,198",883,"20,822","5,484",0.877
759,91年,彰化縣,"389,104","356,645",0,"32,459",0,0.811
760,"101年 4月",高雄市,"77,731","38,060",919,"32,625","6,127",0.934
761,91年,南投縣,"150,440","136,178",0,"14,262",0,0.791
762,"101年 4月",宜蘭縣,"13,843","5,349",417,"5,508","2,569",1.006
763,91年,雲林縣,"224,859","204,810",0,"20,049",0,0.83
764,"101年 4月",新竹縣,"14,012","7,646",35,"5,171","1,161",0.9
765,91年,嘉義縣,"192,877","179,186",0,"13,691",0,0.947
766,"101年 4月",苗栗縣,"14,204","7,496",145,"5,595",968,0.842
767,91年,屏東縣,"295,846","284,442",0,"11,404",0,0.894
768,"101年 4月",彰化縣,"34,550","17,004",557,"12,270","4,718",0.885
769,91年,臺東縣,"98,255","83,474",0,"14,781",0,1.113
770,"101年 4月",南投縣,"14,414","7,044",204,"5,488","1,678",0.921
771,91年,花蓮縣,"150,959","132,640",0,"18,320",0,1.193
772,"101年 4月",雲林縣,"16,427","10,182",187,"4,866","1,192",0.768
773,91年,澎湖縣,"33,152","28,792",0,"4,360",0,0.986
774,"101年 4月",嘉義縣,"15,902","9,149",246,"5,490","1,017",0.989
775,91年,基隆市,"140,058","113,046",0,"27,012",0,0.981
776,"101年 4月",屏東縣,"20,880","12,410",254,"6,907","1,310",0.807
777,91年,新竹市,"144,719","125,664",0,"19,055",0,1.055
778,"101年 4月",臺東縣,"6,298","3,615",114,"2,023",546,0.922
779,91年,嘉義市,"102,245","94,965",0,"7,280",0,1.045
780,"101年 4月",花蓮縣,"8,172","4,258",74,"3,111",728,0.81
781,91年,金門縣,"21,732","19,361",0,"2,371",0,1.026
782,"101年 4月",澎湖縣,"2,685","1,333",14,"1,029",308,0.918
783,91年,連江縣,0,0,0,0,0,0
784,"101年 4月",基隆市,"11,988","5,376",273,"5,311","1,029",1.054
785,"91年 1月",新北市,"113,703","107,910",0,"5,792",0,1.02
786,"101年 4月",新竹市,"12,800","6,162",136,"5,367","1,133",1.013
787,"91年 1月",臺北市,"86,783","69,385",0,"17,398",0,1.063
788,"101年 4月",嘉義市,"8,356","3,912",424,"3,190",830,1.026
789,"91年 1月",桃園市,"52,251","49,003",0,"3,248",0,0.956
790,"101年 4月",金門縣,"1,705",975,37,535,159,0.532
791,"91年 1月",臺中市,"55,271","45,343",0,"9,928",0,0.719
792,"101年 4月",連江縣,694,217,38,207,231,2.283
793,"91年 1月",臺中市(舊),"20,887","15,469",0,"5,418",0,0.688
794,"101年 5月",新北市,"95,168","36,147","2,733","42,023","14,265",0.783
795,"91年 1月",臺中縣,"34,384","29,874",0,"4,511",0,0.739
796,"101年 5月",臺北市,"69,879","21,027","1,245","39,456","8,151",0.847
797,"91年 1月",臺南市,"53,723","47,043",0,"6,680",0,0.941
798,"101年 5月",桃園市,"52,336","17,521",617,"24,828","9,369",0.837
799,"91年 1月",臺南市(舊),"24,477","20,350",0,"4,127",0,1.074
800,"101年 5月",臺中市,"71,194","33,622","1,440","29,490","6,643",0.86
801,"91年 1月",臺南縣,"29,246","26,693",0,"2,553",0,0.852
802,"101年 5月",臺南市,"50,182","22,504","1,003","21,058","5,616",0.862
803,"91年 1月",高雄市,"73,205","66,474",0,"6,731",0,0.867
804,"101年 5月",高雄市,"79,533","39,979","1,100","31,653","6,800",0.925
805,"91年 1月",高雄市(舊),"40,877","36,944",0,"3,933",0,0.882
806,"101年 5月",宜蘭縣,"13,895","5,444",328,"5,536","2,587",0.978
807,"91年 1月",高雄縣,"32,328","29,530",0,"2,798",0,0.848
808,"101年 5月",新竹縣,"14,415","7,940",35,"5,253","1,187",0.895
809,"91年 1月",宜蘭縣,"14,557","12,940",0,"1,617",0,1.008
810,"101年 5月",苗栗縣,"14,866","7,904",151,"5,779","1,032",0.853
811,"91年 1月",新竹縣,"12,959","12,264",0,696,0,0.943
812,"101年 5月",彰化縣,"37,021","18,425",646,"13,028","4,923",0.918
813,"91年 1月",苗栗縣,"15,811","14,667",0,"1,144",0,0.926
814,"101年 5月",南投縣,"14,649","7,459",171,"5,228","1,791",0.906
815,"91年 1月",彰化縣,"33,285","31,480",0,"1,805",0,0.817
816,"101年 5月",雲林縣,"17,643","10,833",204,"5,191","1,415",0.799
817,"91年 1月",南投縣,"12,061","10,977",0,"1,084",0,0.748
818,"101年 5月",嘉義縣,"15,983","9,491",212,"5,262","1,019",0.963
819,"91年 1月",雲林縣,"18,514","17,114",0,"1,401",0,0.804
820,"101年 5月",屏東縣,"21,882","13,297",233,"6,997","1,355",0.819
821,"91年 1月",嘉義縣,"16,090","15,028",0,"1,061",0,0.922
822,"101年 5月",臺東縣,"6,586","3,724",116,"2,197",550,0.934
823,"91年 1月",屏東縣,"25,825","24,877",0,948,0,0.917
824,"101年 5月",花蓮縣,"8,508","4,541",49,"3,204",715,0.816
825,"91年 1月",臺東縣,"8,314","7,309",0,"1,005",0,1.114
826,"101年 5月",澎湖縣,"2,808","1,421",40,"1,020",327,0.928
827,"91年 1月",花蓮縣,"13,913","12,274",0,"1,638",0,1.296
828,"101年 5月",基隆市,"12,220","5,627",230,"5,321","1,041",1.041
829,"91年 1月",澎湖縣,"2,674","2,365",0,309,0,0.934
830,"101年 5月",新竹市,"13,611","6,646",207,"5,500","1,257",1.041
831,"91年 1月",基隆市,"10,908","8,832",0,"2,076",0,0.9
832,"101年 5月",嘉義市,"8,306","4,075",230,"3,151",851,0.986
833,"91年 1月",新竹市,"12,253","10,495",0,"1,758",0,1.06
834,"101年 5月",金門縣,"1,795","1,013",43,571,167,0.539
835,"91年 1月",嘉義市,"8,489","8,040",0,449,0,1.022
836,"101年 5月",連江縣,679,171,29,214,265,2.159
837,"91年 1月",金門縣,"1,785","1,639",0,146,0,1.007
838,"101年 6月",新北市,"95,671","36,473","2,697","41,974","14,527",0.812
839,"91年 1月",連江縣,0,0,0,0,0,0
840,"101年 6月",臺北市,"73,147","23,792","1,323","39,906","8,126",0.916
841,"91年 2月",新北市,"115,644","110,183",0,"5,462",0,1.144
842,"101年 6月",桃園市,"65,317","29,369",602,"25,834","9,511",1.078
843,"91年 2月",臺北市,"74,759","61,272",0,"13,487",0,1.014
844,"101年 6月",臺中市,"72,700","34,621","1,265","30,249","6,565",0.906
845,"91年 2月",桃園市,"51,870","47,272",0,"4,598",0,1.05
846,"101年 6月",臺南市,"49,488","22,202",926,"20,896","5,463",0.878
847,"91年 2月",臺中市,"60,502","50,432",0,"10,070",0,0.871
848,"101年 6月",高雄市,"81,026","39,719",969,"32,635","7,703",0.973
849,"91年 2月",臺中市(舊),"20,202","14,706",0,"5,496",0,0.736
850,"101年 6月",宜蘭縣,"13,986","5,444",309,"5,624","2,608",1.017
851,"91年 2月",臺中縣,"40,300","35,726",0,"4,573",0,0.958
852,"101年 6月",新竹縣,"14,791","8,164",64,"5,376","1,186",0.948
853,"91年 2月",臺南市,"55,482","49,101",0,"6,381",0,1.076
854,"101年 6月",苗栗縣,"14,761","7,744",197,"5,747","1,072",0.875
855,"91年 2月",臺南市(舊),"24,976","21,129",0,"3,847",0,1.214
856,"101年 6月",彰化縣,"37,143","17,946",544,"13,650","5,002",0.952
857,"91年 2月",臺南縣,"30,505","27,971",0,"2,534",0,0.984
858,"101年 6月",南投縣,"14,891","7,370",203,"5,589","1,728",0.952
859,"91年 2月",高雄市,"70,746","64,128",0,"6,619",0,0.927
860,"101年 6月",雲林縣,"17,451","10,628",198,"5,270","1,355",0.817
861,"91年 2月",高雄市(舊),"38,240","34,156",0,"4,084",0,0.913
862,"101年 6月",嘉義縣,"15,828","9,275",150,"5,363","1,040",0.986
863,"91年 2月",高雄縣,"32,507","29,972",0,"2,535",0,0.945
864,"101年 6月",屏東縣,"22,731","13,711",515,"7,171","1,334",0.879
865,"91年 2月",宜蘭縣,"14,161","12,859",0,"1,302",0,1.085
866,"101年 6月",臺東縣,"6,606","3,686",126,"2,206",588,0.969
867,"91年 2月",新竹縣,"12,172","11,360",0,812,0,0.98
868,"101年 6月",花蓮縣,"8,980","4,793",44,"3,378",765,0.891
869,"91年 2月",苗栗縣,"16,726","15,550",0,"1,176",0,1.083
870,"101年 6月",澎湖縣,"2,886","1,438",50,"1,055",343,0.985
871,"91年 2月",彰化縣,"35,875","33,728",0,"2,147",0,0.977
872,"101年 6月",基隆市,"12,263","5,674",250,"5,319","1,021",1.08
873,"91年 2月",南投縣,"13,123","12,017",0,"1,106",0,0.876
874,"101年 6月",新竹市,"14,052","7,233",176,"5,501","1,143",1.109
875,"91年 2月",雲林縣,"19,039","17,593",0,"1,447",0,0.915
876,"101年 6月",嘉義市,"8,148","4,019",162,"3,115",852,1
877,"91年 2月",嘉義縣,"15,296","14,201",0,"1,095",0,0.978
878,"101年 6月",金門縣,"1,675",942,28,551,154,0.518
879,"91年 2月",屏東縣,"26,091","25,154",0,937,0,1.03
880,"101年 6月",連江縣,778,226,31,241,280,2.539
881,"91年 2月",臺東縣,"8,571","7,243",0,"1,327",0,1.259
882,"101年 7月",新北市,"94,415","34,574","2,747","43,037","14,057",0.776
883,"91年 2月",花蓮縣,"14,084","12,407",0,"1,677",0,1.433
884,"101年 7月",臺北市,"71,311","22,325","1,545","40,000","7,442",0.864
885,"91年 2月",澎湖縣,"2,805","2,518",0,287,0,1.079
886,"101年 7月",桃園市,"62,968","27,302",799,"25,433","9,433",1.005
887,"91年 2月",基隆市,"12,011","9,478",0,"2,532",0,1.098
888,"101年 7月",臺中市,"70,591","32,549","1,349","30,398","6,296",0.851
889,"91年 2月",新竹市,"12,621","10,905",0,"1,716",0,1.207
890,"101年 7月",臺南市,"50,822","22,301","1,237","21,534","5,750",0.873
891,"91年 2月",嘉義市,"8,841","8,226",0,615,0,1.181
892,"101年 7月",高雄市,"80,799","38,651","1,189","33,113","7,845",0.939
893,"91年 2月",金門縣,"1,890","1,735",0,155,0,1.178
894,"101年 7月",宜蘭縣,"13,999","5,363",310,"5,718","2,609",0.985
895,"91年 2月",連江縣,0,0,0,0,0,0
896,"101年 7月",新竹縣,"14,263","7,727",56,"5,274","1,206",0.884
897,"91年 3月",新北市,"109,490","103,800",0,"5,690",0,0.978
898,"101年 7月",苗栗縣,"14,256","7,487",206,"5,567",995,0.817
899,"91年 3月",臺北市,"76,417","60,644",0,"15,774",0,0.936
900,"101年 7月",彰化縣,"37,366","17,121",534,"14,677","5,034",0.927
901,"91年 3月",桃園市,"49,190","45,931",0,"3,259",0,0.898
902,"101年 7月",南投縣,"15,060","7,453",265,"5,455","1,886",0.932
903,"91年 3月",臺中市,"54,615","44,929",0,"9,686",0,0.71
904,"101年 7月",雲林縣,"17,074","10,261",219,"5,112","1,482",0.774
905,"91年 3月",臺中市(舊),"20,072","14,786",0,"5,286",0,0.66
906,"101年 7月",嘉義縣,"15,918","9,381",153,"5,408",977,0.96
907,"91年 3月",臺中縣,"34,543","30,142",0,"4,400",0,0.742
908,"101年 7月",屏東縣,"21,609","12,744",297,"7,271","1,297",0.81
909,"91年 3月",臺南市,"53,390","47,264",0,"6,127",0,0.935
910,"101年 7月",臺東縣,"6,861","3,800",128,"2,346",587,0.974
911,"91年 3月",臺南市(舊),"22,759","19,146",0,"3,613",0,0.999
912,"101年 7月",花蓮縣,"8,723","4,577",43,"3,352",751,0.838
913,"91年 3月",臺南縣,"30,631","28,118",0,"2,514",0,0.892
914,"101年 7月",澎湖縣,"2,880","1,427",42,"1,050",360,0.95
915,"91年 3月",高雄市,"71,157","65,255",0,"5,903",0,0.842
916,"101年 7月",基隆市,"12,172","5,460",232,"5,360","1,121",1.038
917,"91年 3月",高雄市(舊),"39,373","36,096",0,"3,277",0,0.848
918,"101年 7月",新竹市,"12,327","6,231",249,"4,767","1,080",0.941
919,"91年 3月",高雄縣,"31,784","29,159",0,"2,625",0,0.835
920,"101年 7月",嘉義市,"7,958","3,701",291,"3,112",853,0.945
921,"91年 3月",宜蘭縣,"13,746","12,445",0,"1,300",0,0.951
922,"101年 7月",金門縣,"1,745",969,28,599,149,0.518
923,"91年 3月",新竹縣,"10,272","9,566",0,706,0,0.746
924,"101年 7月",連江縣,780,209,30,247,294,2.411
925,"91年 3月",苗栗縣,"15,508","14,337",0,"1,172",0,0.907
926,"101年 8月",新北市,"93,196","35,175","3,288","41,711","13,022",0.765
927,"91年 3月",彰化縣,"31,694","29,744",0,"1,950",0,0.779
928,"101年 8月",臺北市,"70,114","21,854","1,470","39,672","7,118",0.849
929,"91年 3月",南投縣,"12,472","11,176",0,"1,297",0,0.752
930,"101年 8月",桃園市,"61,123","26,291",45,"25,707","9,081",0.975
931,"91年 3月",雲林縣,"18,124","16,705",0,"1,418",0,0.786
932,"101年 8月",臺中市,"71,580","34,002","1,740","29,576","6,263",0.863
933,"91年 3月",嘉義縣,"14,806","13,784",0,"1,022",0,0.863
934,"101年 8月",臺南市,"50,531","22,151","1,213","21,364","5,803",0.867
935,"91年 3月",屏東縣,"25,354","24,430",0,924,0,0.904
936,"101年 8月",高雄市,"80,872","37,462","1,375","33,358","8,678",0.94
937,"91年 3月",臺東縣,"8,167","7,001",0,"1,166",0,1.076
938,"101年 8月",宜蘭縣,"14,365","5,500",503,"5,739","2,622",1.011
939,"91年 3月",花蓮縣,"13,037","11,529",0,"1,508",0,1.194
940,"101年 8月",新竹縣,"14,642","7,993",67,"5,407","1,175",0.906
941,"91年 3月",澎湖縣,"2,826","2,458",0,368,0,0.983
942,"101年 8月",苗栗縣,"14,620","7,585",324,"5,772",939,0.838
943,"91年 3月",基隆市,"10,939","9,101",0,"1,837",0,0.903
944,"101年 8月",彰化縣,"36,781","17,954",723,"13,070","5,034",0.913
945,"91年 3月",新竹市,"11,960","10,334",0,"1,626",0,1.032
946,"101年 8月",南投縣,"15,704","7,667",470,"5,760","1,807",0.973
947,"91年 3月",嘉義市,"8,528","7,877",0,651,0,1.03
948,"101年 8月",雲林縣,"17,136","10,311",257,"5,135","1,433",0.777
949,"91年 3月",金門縣,"1,906","1,693",0,213,0,1.071
950,"101年 8月",嘉義縣,"15,958","9,359",117,"5,480","1,002",0.963
951,"91年 3月",連江縣,0,0,0,0,0,0
952,"101年 8月",屏東縣,"22,946","13,228",845,"7,634","1,239",0.86
953,"91年 4月",新北市,"114,683","109,166",0,"5,517",0,1.057
954,"101年 8月",臺東縣,"7,323","4,032",375,"2,384",533,1.041
955,"91年 4月",臺北市,"83,085","63,332",0,"19,753",0,1.052
956,"101年 8月",花蓮縣,"8,622","4,585",51,"3,281",705,0.829
957,"91年 4月",桃園市,"49,275","45,800",0,"3,475",0,0.928
958,"101年 8月",澎湖縣,"2,869","1,432",46,"1,053",339,0.945
959,"91年 4月",臺中市,"56,368","47,089",0,"9,280",0,0.756
960,"101年 8月",基隆市,"12,480","5,599",350,"5,339","1,193",1.065
961,"101年 8月",新竹市,"12,905","6,596",306,"5,059",944,0.984
962,"91年 4月",臺中市(舊),"20,534","15,128",0,"5,407",0,0.697
963,"91年 4月",臺中縣,"35,834","31,961",0,"3,873",0,0.795
964,"101年 8月",嘉義市,"8,252","3,824",420,"3,144",864,0.98
965,"91年 4月",臺南市,"55,978","49,717",0,"6,261",0,1.013
966,"101年 8月",金門縣,"1,819",981,28,665,144,0.536
967,"91年 4月",臺南市(舊),"24,073","20,556",0,"3,517",0,1.092
968,"101年 8月",連江縣,817,234,29,279,275,2.461
969,"91年 4月",臺南縣,"31,905","29,161",0,"2,744",0,0.96
970,"101年 9月",新北市,"85,463","31,560","3,048","38,237","12,618",0.725
971,"91年 4月",高雄市,"72,079","65,980",0,"6,098",0,0.88
972,"101年 9月",臺北市,"68,723","20,154","2,011","39,784","6,774",0.859
973,"91年 4月",高雄市(舊),"39,592","36,236",0,"3,356",0,0.88
974,"101年 9月",桃園市,"57,984","23,298",43,"25,556","9,087",0.955
975,"91年 4月",高雄縣,"32,487","29,744",0,"2,743",0,0.88
976,"101年 9月",臺中市,"67,011","30,162","1,220","29,593","6,037",0.834
977,"91年 4月",宜蘭縣,"13,622","12,032",0,"1,589",0,0.975
978,"101年 9月",臺南市,"48,935","21,501",815,"20,983","5,636",0.868
979,"91年 4月",新竹縣,"11,825","11,106",0,719,0,0.886
980,"101年 9月",高雄市,"77,647","34,848",969,"33,723","8,107",0.932
981,"91年 4月",苗栗縣,"16,095","14,856",0,"1,239",0,0.974
982,"101年 9月",宜蘭縣,"13,285","4,975",300,"5,450","2,560",0.966
983,"91年 4月",彰化縣,"32,257","30,378",0,"1,879",0,0.818
984,"101年 9月",新竹縣,"13,924","7,408",55,"5,227","1,235",0.889
985,"91年 4月",南投縣,"12,614","11,521",0,"1,093",0,0.786
986,"101年 9月",苗栗縣,"13,496","6,932",252,"5,360",952,0.799
987,"91年 4月",雲林縣,"18,793","17,377",0,"1,416",0,0.842
988,"101年 9月",彰化縣,"34,620","15,789",536,"13,179","5,117",0.888
989,"91年 4月",嘉義縣,"16,394","15,312",0,"1,082",0,0.987
990,"101年 9月",南投縣,"14,074","6,697",223,"5,426","1,728",0.901
991,"91年 4月",屏東縣,"25,505","24,633",0,873,0,0.936
992,"101年 9月",雲林縣,"16,137","9,616",205,"4,998","1,318",0.756
993,"91年 4月",臺東縣,"7,979","6,921",0,"1,058",0,1.086
994,"101年 9月",嘉義縣,"14,816","8,265",378,"5,158","1,016",0.924
995,"91年 4月",花蓮縣,"13,185","11,761",0,"1,424",0,1.245
996,"101年 9月",屏東縣,"21,471","12,009",726,"7,442","1,294",0.832
997,"91年 4月",澎湖縣,"2,639","2,352",0,287,0,0.951
998,"101年 9月",臺東縣,"6,749","3,627",262,"2,289",570,0.992
999,"91年 4月",基隆市,"11,738","9,546",0,"2,191",0,1.001
1000,"101年 9月",花蓮縣,"8,079","4,255",34,"3,159",631,0.803
1001,"91年 4月",新竹市,"12,166","10,559",0,"1,607",0,1.084
1002,"101年 9月",澎湖縣,"2,607","1,236",41,"1,003",327,0.886
1003,"91年 4月",嘉義市,"8,378","7,772",0,606,0,1.046
1004,"101年 9月",基隆市,"12,069","5,092",208,"5,540","1,229",1.065
1005,"91年 4月",金門縣,"1,902","1,727",0,176,0,1.102
1006,"101年 9月",新竹市,"12,326","6,032",283,"5,054",957,0.97
1007,"91年 4月",連江縣,0,0,0,0,0,0
1008,"101年 9月",嘉義市,"7,306","3,180",206,"3,043",878,0.897
1009,"91年 5月",新北市,"119,876","113,607",0,"6,269",0,1.069
1010,"101年 9月",金門縣,"1,683",899,38,610,136,0.509
1011,"91年 5月",臺北市,"84,383","64,258",0,"20,125",0,1.033
1012,"101年 9月",連江縣,732,219,28,226,259,2.247
1013,"91年 5月",桃園市,"48,888","45,275",0,"3,613",0,0.89
1014,"101年 10月",新北市,"88,226","32,874","2,554","39,026","13,772",0.723
1015,"91年 5月",臺中市,"60,306","49,934",0,"10,373",0,0.782
1016,"101年 10月",臺北市,"70,101","21,694","1,108","40,038","7,261",0.848
1017,"91年 5月",臺中市(舊),"21,661","15,476",0,"6,185",0,0.71
1018,"101年 10月",桃園市,"55,130","20,510",48,"25,343","9,229",0.878
1019,"91年 5月",臺中縣,"38,645","34,458",0,"4,187",0,0.829
1020,"101年 10月",臺中市,"68,965","31,373","1,061","30,117","6,414",0.83
1021,"91年 5月",臺南市,"59,318","52,674",0,"6,644",0,1.039
1022,"101年 10月",臺南市,"50,055","22,132",982,"21,298","5,642",0.859
1023,"91年 5月",臺南市(舊),"25,591","21,940",0,"3,651",0,1.123
1024,"101年 10月",高雄市,"79,810","35,298","1,134","34,443","8,934",0.927
1025,"91年 5月",臺南縣,"33,727","30,734",0,"2,993",0,0.982
1026,"101年 10月",宜蘭縣,"13,372","5,069",315,"5,401","2,588",0.941
1027,"91年 5月",高雄市,"77,434","71,044",0,"6,390",0,0.914
1028,"101年 10月",新竹縣,"14,272","7,728",36,"5,250","1,259",0.881
1029,"91年 5月",高雄市(舊),"43,323","39,879",0,"3,443",0,0.931
1030,"101年 10月",苗栗縣,"14,050","7,477",152,"5,427",994,0.805
1031,"91年 5月",高雄縣,"34,112","31,165",0,"2,947",0,0.893
1032,"101年 10月",彰化縣,"35,394","16,695",541,"13,090","5,067",0.879
1033,"91年 5月",宜蘭縣,"13,798","12,356",0,"1,442",0,0.956
1034,"101年 10月",南投縣,"14,262","6,893",161,"5,430","1,777",0.884
1035,"91年 5月",新竹縣,"12,365","11,623",0,742,0,0.895
1036,"101年 10月",雲林縣,"17,108","10,166",196,"5,359","1,388",0.776
1037,"91年 5月",苗栗縣,"16,615","15,283",0,"1,332",0,0.973
1038,"101年 10月",嘉義縣,"15,516","8,881",324,"5,268","1,043",0.937
1039,"91年 5月",彰化縣,"32,209","29,882",0,"2,327",0,0.79
1040,"101年 10月",屏東縣,"21,672","12,088",648,"7,645","1,291",0.814
1041,"91年 5月",南投縣,"13,231","11,960",0,"1,272",0,0.798
1042,"101年 10月",臺東縣,"6,355","3,432",216,"2,165",541,0.905
1043,"91年 5月",雲林縣,"18,885","17,368",0,"1,517",0,0.819
1044,"101年 10月",花蓮縣,"8,449","4,295",32,"3,432",691,0.813
1045,"91年 5月",嘉義縣,"18,785","17,742",0,"1,042",0,1.095
1046,"101年 10月",澎湖縣,"2,597","1,248",40,994,315,0.852
1047,"91年 5月",屏東縣,"26,130","25,213",0,917,0,0.929
1048,"101年 10月",基隆市,"12,481","5,405",270,"5,605","1,201",1.067
1049,"91年 5月",臺東縣,"8,503","7,165",0,"1,338",0,1.121
1050,"101年 10月",新竹市,"13,783","6,891",258,"5,668",966,1.049
1051,"91年 5月",花蓮縣,"13,492","11,902",0,"1,590",0,1.235
1052,"101年 10月",嘉義市,"7,979","3,629",341,"3,045",964,0.949
1053,"91年 5月",澎湖縣,"2,821","2,481",0,339,0,0.985
1054,"101年 10月",金門縣,"1,808",928,42,698,140,0.524
1055,"91年 5月",基隆市,"13,352","10,659",0,"2,693",0,1.102
1056,"101年 10月",連江縣,595,204,28,200,163,1.745
1057,"91年 5月",新竹市,"12,849","11,221",0,"1,628",0,1.106
1058,"101年 11月",新北市,"87,283","32,946","2,095","38,521","13,721",0.739
